,english,spanish,en_pos,es_pos
595,Give me a big hug.,Abrázame,VERB PRON DET ADJ NOUN PUNCT ,PROPN 
596,I'm so sorry for that.,Es una lástima.,PRON VERB ADV ADJ ADP DET PUNCT ,AUX DET NOUN PUNCT 
597,They sat side by side in the car.,Se sentaron uno al lado del otro en el coche.,PRON VERB NOUN ADP NOUN ADP DET NOUN PUNCT ,PRON VERB PRON ADP NOUN ADP PRON ADP DET NOUN PUNCT 
598,"Not good, but not bad.","No es malo, pero tampoco bueno.",ADV ADJ PUNCT CCONJ ADV ADJ PUNCT ,ADV AUX ADJ PUNCT CONJ ADV ADJ PUNCT 
599,Do you know what I mean?,¿Sabes a lo que me refiero?,VERB PRON VERB PRON PRON VERB PUNCT ,PUNCT VERB ADP DET PRON PRON VERB PUNCT 
600,The story became known to everyone through the internet.,Ésta historia es sabido por todos via internet. ,DET NOUN VERB ADJ ADP NOUN ADP DET NOUN PUNCT ,DET NOUN AUX VERB ADP DET NOUN NOUN PUNCT 
601,Let me know when you finish it.,Avísame cuándo termines.,VERB PRON VERB ADV PRON VERB PRON PUNCT ,VERB PRON NOUN PUNCT 
602,Please come to the front when it's your turn.,Venga al frente cuando sea tu turno.,INTJ VERB ADP DET NOUN ADV PRON VERB DET NOUN PUNCT ,VERB ADP NOUN SCONJ AUX DET NOUN PUNCT 
603,Chanho Park is my favorite baseball player.,Park Chanho es mi jugador preferido de béisbol.,PROPN PROPN VERB DET ADJ NOUN NOUN PUNCT ,PROPN PROPN AUX DET NOUN ADJ ADP NOUN PUNCT 
604,Did you get hurt? Take this medicine.,¿Estás lastimado? Toma esta medicina.,VERB PRON VERB VERB PUNCT VERB DET NOUN PUNCT ,PUNCT AUX ADJ PUNCT VERB DET NOUN PUNCT 
605,"It's a little chilly today, isn't it? ","Hoy hace un poco de frío, ¿no lo crees?",PRON VERB DET ADJ ADJ NOUN PUNCT VERB ADV PRON PUNCT ,ADV AUX DET PRON ADP NOUN PUNCT PUNCT ADV PRON VERB PUNCT 
606,There is a pharmacy on the second floor.,Hay una farmacia en el segundo piso.,ADV VERB DET NOUN ADP DET ADJ NOUN PUNCT ,AUX DET NOUN ADP DET ADJ NOUN PUNCT 
607,"If you break your promise this time, I'll never see you again.","Si rompes tu promesa este vez, nunca te veré otra vez.",ADP PRON VERB DET NOUN DET NOUN PUNCT PRON AUX ADV VERB PRON ADV PUNCT ,SCONJ VERB DET NOUN DET NOUN PUNCT ADV PRON VERB DET NOUN PUNCT 
608,That's why your socks keep getting holes.,Es por eso que surgen agujeros en tus calzetines.,DET VERB ADV DET NOUN VERB VERB NOUN PUNCT ,AUX ADP PRON SCONJ VERB NOUN ADP DET NOUN PUNCT 
609,I guess this tie will go with your suit.,Esta corbata ira muy bien con tu traje.,PRON VERB DET NOUN VERB VERB ADP DET NOUN PUNCT ,DET NOUN NOUN ADV ADV ADP DET NOUN PUNCT 
610,Don't worry. Just lean against my shoulder.,"Perdóneme, he estado hablando solamente sobre mí.",VERB ADV VERB PUNCT ADV VERB ADP DET NOUN PUNCT ,PROPN PUNCT AUX AUX VERB ADV ADP PRON PUNCT 
611,Which part hurts the most?,"No te preocupes, solo apoyate en mis hombros.",DET NOUN VERB DET ADJ PUNCT ,ADV PRON VERB PUNCT ADJ NOUN ADP DET NOUN PUNCT 
612,Where do you live? ,¿Qué parte te duele más?,ADV VERB PRON VERB PUNCT ,PUNCT DET NOUN PRON VERB ADV PUNCT 
613,How do you feel these days?,¿Dónde vives?,ADV VERB PRON VERB DET NOUN PUNCT ,PUNCT DET NOUN PUNCT 
614,What kind of person do you like? asked a certain guy.,¿Cómo te sientes actualmente?,DET NOUN ADP NOUN VERB PRON VERB PUNCT VERB DET ADJ NOUN PUNCT ,PUNCT PRON PRON VERB ADV PUNCT 
615,This math test was more difficult than the last one.,“Qué clase de persona le gusta?” preguntó cierto individuo.,DET NOUN NOUN VERB ADV ADJ ADP DET ADJ NOUN PUNCT ,PROPN DET NOUN ADP NOUN PRON VERB PUNCT PROPN VERB DET NOUN PUNCT 
616,"May I help you? - Two adults and one child, please.",Esta prueba de matemáticas fue más difícil que la pasada.,VERB PRON VERB PRON PUNCT PUNCT NUM NOUN CCONJ NUM NOUN PUNCT INTJ PUNCT ,DET NOUN ADP ADJ AUX ADV ADJ SCONJ DET ADJ PUNCT 
617,I've heard many times that I look younger than my age.,"¿Puedo ayudarte? - Dos adultos y un niño, por favor.",PRON VERB VERB ADJ NOUN ADP PRON VERB ADJ ADP DET NOUN PUNCT ,PUNCT AUX VERB PUNCT PUNCT NUM NOUN CONJ DET NOUN PUNCT ADP NOUN PUNCT 
618,Do children have to pay money?,He oído muchas veces que parezco más joven de lo que parezco.,VERB NOUN VERB PART VERB NOUN PUNCT ,AUX VERB DET NOUN PRON VERB ADV ADJ ADP DET PRON VERB PUNCT 
619,My mother has been sick for three years.,¿Los niños tienen que pagar dinero?,DET NOUN VERB VERB ADJ ADP NUM NOUN PUNCT ,PUNCT DET NOUN VERB SCONJ VERB NOUN PUNCT 
620,I told him to get the work done quickly.,Mi madre ha estado enferma por tres años.,PRON VERB PRON PART VERB DET NOUN VERB ADV PUNCT ,DET NOUN AUX AUX VERB ADP NUM NOUN PUNCT 
621,The dress suits you well.,Le dije que termine rápidamente con el trabajo.,DET NOUN VERB PRON ADV PUNCT ,PRON VERB SCONJ VERB ADV ADP DET NOUN PUNCT 
622,"I called you yesterday more than ten times, but you didn't answer.",Esa ropa te queda bien.,PRON VERB PRON NOUN ADJ ADP NUM NOUN PUNCT CCONJ PRON VERB ADV VERB PUNCT ,DET NOUN PRON VERB ADV PUNCT 
623,I wish I had an older sister.,"Te llamé ayer más de diez veces, pero no contestaste.",PRON VERB PRON VERB DET ADJ NOUN PUNCT ,PRON VERB ADV ADV ADP NUM NOUN PUNCT CONJ ADV VERB PUNCT 
624,When are you free?,Me hubiese gustado tener un hermana mayor.,ADV VERB PRON ADJ PUNCT ,PRON AUX VERB VERB DET NOUN ADJ PUNCT 
625,It's always hard to live with someone.,¿Cuándo estás libre?,PRON VERB ADV ADJ PART VERB ADP NOUN PUNCT ,PUNCT PRON AUX ADJ PUNCT 
626,You can't always get what you want.,Es siempre duro vivir con otra persona.,PRON AUX ADV ADV VERB PRON PRON VERB PUNCT ,AUX ADV ADJ VERB ADP DET NOUN PUNCT 
627,Why is your face suddenly turning red?,No puedes conseguir siempre lo que deseas.,ADV VERB DET NOUN ADV VERB ADJ PUNCT ,ADV AUX VERB ADV DET PRON NOUN PUNCT 
628,Answer me right away.,¿Por qué se te pone la cara roja tan repentinamente ?,VERB PRON ADV ADV PUNCT ,PUNCT ADP PRON PRON PRON VERB DET NOUN ADJ ADV ADJ PUNCT 
629,How much is this?,Contéstame enseguida.,ADV ADJ VERB DET PUNCT ,VERB ADV PUNCT 
630,How long have you been in Korea?,¿Cuánto es ésto?,ADV ADV VERB PRON VERB ADP PROPN PUNCT ,PUNCT PROPN AUX VERB PUNCT 
631,I'm going to meet my mom for lunch downtown.,¿Cuánto tiempo has estado en Corea?,PRON VERB VERB PART VERB DET NOUN ADP NOUN NOUN PUNCT ,PUNCT VERB NOUN AUX VERB ADP PROPN PUNCT 
632,Nowadays there is no one who does not have a cell phone.,Voy a comer afuera con mi madre.,ADV ADV VERB DET NOUN PRON VERB ADV VERB DET NOUN NOUN PUNCT ,AUX ADP VERB VERB ADP DET NOUN PUNCT 
633,My bag is gone!,Estos días no hay persona que no tenga celular.                                                                                                                                ,DET NOUN VERB VERB PUNCT ,DET NOUN ADV AUX NOUN PRON ADV VERB VERB PUNCT SPACE 
634,"I can live without water, but I can't live without music.",¡Desapareció mi bolso!,PRON VERB VERB ADP NOUN PUNCT CCONJ PRON AUX ADV VERB ADP NOUN PUNCT ,PUNCT VERB DET NOUN PUNCT 
635,Would you mind if I turned on the air conditioner?,"Puedo vivir sin agua, pero no puedo vivir sin música.",VERB PRON VERB ADP PRON VERB PART DET NOUN NOUN PUNCT ,AUX VERB ADP NOUN PUNCT CONJ ADV AUX VERB ADP NOUN PUNCT 
636,Can I see your passport?,¿Puedo prender el acondicionador de aire?,VERB PRON VERB DET NOUN PUNCT ,PUNCT AUX VERB DET NOUN ADP NOUN PUNCT 
637,"I'm over here, in the bookstore.",¿Puedo ver tu pasaporte?,PRON VERB ADV ADV PUNCT ADP DET NOUN PUNCT ,PUNCT AUX VERB DET NOUN PUNCT 
638,How old is your younger sister?,"Estoy aquí, en la librería.",ADV ADJ VERB DET ADJ NOUN PUNCT ,VERB ADV PUNCT ADP DET NOUN PUNCT 
639,I'd like to travel to many countries.,¿Cuántos años tiene tu hermana menor?,PRON AUX VERB PART VERB ADP ADJ NOUN PUNCT ,PUNCT NOUN NOUN VERB DET NOUN ADJ PUNCT 
640,"Ok, everyone, let's get down to business.",Quisiera viajar a muchos países.,INTJ PUNCT NOUN PUNCT VERB PRON VERB PART ADP NOUN PUNCT ,VERB VERB ADP DET NOUN PUNCT 
641,I love summer because I can go swimming.,"Bueno, señores, ¿vamos a comenzar?",PRON VERB NOUN ADP PRON VERB VERB NOUN PUNCT ,INTJ PUNCT NOUN PUNCT PUNCT AUX ADP VERB PUNCT 
642,Hello? Can I speak to Hyean?,Amo el verano porque puedo ir a nadar.,INTJ PUNCT VERB PRON VERB ADP PROPN PUNCT ,VERB DET NOUN SCONJ AUX AUX ADP VERB PUNCT 
643,Can you see a woman over there?,¿Aló? ¿Puedo hablar a Hyean?,VERB PRON VERB DET NOUN ADV ADV PUNCT ,PUNCT ADV PUNCT PUNCT AUX VERB ADP PROPN PUNCT 
644,My class has more female students than male students.,¿Puedes ver a una mujer allá?,DET NOUN VERB ADJ ADJ NOUN ADP ADJ NOUN PUNCT ,PUNCT AUX VERB ADP DET NOUN ADV PUNCT 
645,I decided to travel to Busan this summer.,Mi clase tiene más estudiantes mujeres que estudiantes varones.,PRON VERB PART VERB ADP PROPN DET NOUN PUNCT ,DET NOUN VERB ADV NOUN NOUN PRON NOUN ADJ PUNCT 
646,This stop is Jonggak. The exit doors are on your left.,En estas vacaciones decidimos viajar a Busan.,DET NOUN VERB PROPN PUNCT DET NOUN NOUN VERB ADP DET NOUN PUNCT ,ADP DET NOUN VERB VERB ADP PROPN PUNCT 
647,I studied all day long for the history test .,Esta parada es Jonggak. Las puertas de la salida están a su izquierda.,PRON VERB DET NOUN ADV ADP DET NOUN NOUN PUNCT ,DET NOUN AUX PROPN PUNCT DET NOUN ADP DET NOUN AUX ADP DET NOUN PUNCT 
648,I got kicked off the basketball team because I didn't go to the practice this week.,Estudié todo el dia para la prueba de la historia.,PRON VERB VERB PART DET NOUN NOUN ADP PRON VERB ADV VERB ADP DET NOUN DET NOUN PUNCT ,VERB DET DET NOUN ADP DET NOUN ADP DET NOUN PUNCT 
649,Hold on. I'll get some paper and a pencil.,Fui eliminado del equipo de baloncesto porque no asistí al ensayo.,VERB PART PUNCT PRON AUX VERB DET NOUN CCONJ DET NOUN PUNCT ,AUX VERB ADP NOUN ADP NOUN SCONJ ADV VERB ADP NOUN PUNCT 
650,Open it up. It's a surprise gift.,Un momento. Conseguiré un papel y un lápiz.,VERB PRON PART PUNCT PRON VERB DET NOUN NOUN PUNCT ,DET NOUN PUNCT VERB DET NOUN CONJ DET NOUN PUNCT 
651,The door opened by itself.,"Ábrelo, es una sorpresa.",DET NOUN VERB ADP PRON PUNCT ,PROPN PUNCT AUX DET NOUN PUNCT 
652,I've lost my car keys.,La puerta se abrió por sí mismo.,PRON VERB VERB DET NOUN NOUN PUNCT ,DET NOUN PRON VERB ADP PRON ADJ PUNCT 
653,I studied very hard for the test.,He perdido mis llaves del coche.,PRON VERB ADV ADV ADP DET NOUN PUNCT ,AUX VERB DET NOUN ADP NOUN PUNCT 
654,I'll be living in England for a year.,Estudié muy duro para la prueba.,PRON AUX VERB VERB ADP PROPN ADP DET NOUN PUNCT ,VERB ADV ADJ ADP DET NOUN PUNCT 
655,How did you study English?,Viviré en Inglaterra por un año.,ADV VERB PRON VERB PROPN PUNCT ,VERB ADP PROPN ADP DET NOUN PUNCT 
656,"The movie was stupid, but the scenery was nice!",¿Cómo estudiaste inglés?,DET NOUN VERB ADJ PUNCT CCONJ DET NOUN VERB ADJ PUNCT ,PUNCT PRON DET NOUN PUNCT 
657,The bank is next to the building.,"¡La película era estúpida, pero el paisaje era agradable!",DET NOUN VERB ADJ ADP DET NOUN PUNCT ,PUNCT DET NOUN AUX ADJ PUNCT CONJ DET NOUN AUX ADJ PUNCT 
658,Give me an example.,El banco está al lado del edificio.,VERB PRON DET NOUN PUNCT ,DET NOUN AUX ADP NOUN ADP NOUN PUNCT 
659,Today I saw a really pretty girl.,Dame un ejemplo.,NOUN PRON VERB DET ADV ADJ NOUN PUNCT ,VERB DET NOUN PUNCT 
660,Are you going to arrive on schedule?,Hoy vi a muchacha realmente bonita.,VERB PRON VERB PART VERB ADP NOUN PUNCT ,ADV VERB ADP NOUN ADV ADJ PUNCT 
661,That song reminds me of the old days.,¿Vas a llegar en horario?,DET NOUN VERB PRON ADP DET ADJ NOUN PUNCT ,PUNCT AUX ADP VERB ADP NOUN PUNCT 
662,Today is my day off.,Esa canción me recuerda los viejos días.,NOUN VERB DET NOUN PART PUNCT ,DET NOUN PRON VERB DET ADJ NOUN PUNCT 
663,When are you coming?,Hoy es mi día franco.,ADV VERB PRON VERB PUNCT ,ADV AUX DET NOUN ADJ PUNCT 
664,I'm sorry to have kept you waiting for so long.,¿Cuándo vienes?,PRON VERB ADJ PART VERB VERB PRON VERB ADP ADV ADV PUNCT ,PUNCT PRON NOUN PUNCT 
665,Has it been a while since you've been back to your hometown?,Estoy apesadumbrado de haberte hecho esperar por tanto tiempo.,VERB PRON VERB DET NOUN ADP PRON VERB VERB ADV ADP DET NOUN PUNCT ,AUX ADJ ADP NOUN ADJ VERB ADP DET NOUN PUNCT 
666,Are these oranges fresh?,¿Hace mucho tiempo que no visita su ciudad natal?,VERB DET NOUN ADJ PUNCT ,PUNCT AUX DET NOUN SCONJ ADV VERB DET NOUN ADJ PUNCT 
667,The price of gasoline has gone up again.,¿Las naranjas están frescas?,DET NOUN ADP NOUN VERB VERB PART ADV PUNCT ,PUNCT DET NOUN AUX ADJ PUNCT 
668,Turn right at the park.,El precio de la gasolina ha aumentado otra vez.,VERB ADV ADP DET NOUN PUNCT ,DET NOUN ADP DET NOUN AUX VERB DET NOUN PUNCT 
669,Does your brother wear glasses?,Dar vuelta a la derecha en el parque.,VERB DET NOUN VERB NOUN PUNCT ,VERB NOUN ADP DET NOUN ADP DET NOUN PUNCT 
670,I work from 9 a.m. to 6 p.m.,¿Tu hermano usa anteojos?,PRON VERB ADP NUM NOUN ADP NUM NOUN ,PUNCT DET NOUN VERB NOUN PUNCT 
671,Come by this afternoon.,Trabajo a partir de las nueve de la mañana hasta las seis de la tarde.,VERB ADP DET NOUN PUNCT ,VERB ADP NOUN ADP DET NOUN ADP DET NOUN ADP DET NUM ADP DET NOUN PUNCT 
672,How many flights of stairs should I go up?,Venga luego a la tarde.,ADV ADJ NOUN ADP NOUN VERB PRON VERB PART PUNCT ,NOUN ADV ADP DET NOUN PUNCT 
673,I've decided to quit smoking this year.,¿Cuántos escalones tengo que subir?,PRON VERB VERB PART VERB NOUN DET NOUN PUNCT ,PUNCT NOUN NOUN VERB SCONJ VERB PUNCT 
674,"I read the book, 'Who moved my cheese?' today.",He decidido parar de fumar este año.,PRON VERB DET NOUN PUNCT PUNCT PRON VERB DET NOUN PUNCT PUNCT NOUN PUNCT ,AUX VERB AUX ADP VERB DET NOUN PUNCT 
675,Do you think these clothes will fit me?,"Hoy leí el libro, “¿Quién movió mi queso?”.",VERB PRON VERB DET NOUN VERB VERB PRON PUNCT ,ADV VERB DET NOUN PUNCT PROPN PUNCT PRON VERB DET NOUN PUNCT NOUN PUNCT 
676,You were completely drunk last night.,¿Piensas que estas ropas me quedarán bien?,PRON VERB ADV ADJ ADJ NOUN PUNCT ,PUNCT VERB SCONJ DET NOUN PRON VERB ADV PUNCT 
677,Why did you do that?,Ayer por la noche estabas totalmente tomado.,ADV VERB PRON VERB DET PUNCT ,ADV ADP DET NOUN NOUN ADV ADJ PUNCT 
678,I wake up late in the morning because I have nothing to do.,¿Por qué hiciste eso?,PRON VERB PART ADV ADP DET NOUN ADP PRON VERB NOUN PART VERB PUNCT ,PUNCT ADP PRON DET PRON PUNCT 
679,I wish I had been born in a foreign country.,Me desperté tarde por la mañana porque no tenía nada para hacer.,PRON VERB PRON VERB VERB VERB ADP DET ADJ NOUN PUNCT ,PRON VERB ADV ADP DET NOUN SCONJ ADV VERB PRON ADP VERB PUNCT 
680,Can you speak any foreign languages?,Me hubiese gustado ser nato en un país extranjero.,VERB PRON VERB DET ADJ NOUN PUNCT ,PRON AUX VERB AUX VERB ADP DET NOUN ADJ PUNCT 
681,There are many foreigners in Itaewon.,¿Sabes hablar idiomas extranjeros?,ADV VERB ADJ NOUN ADP PROPN PUNCT ,PUNCT VERB VERB NOUN ADJ PUNCT 
682,Press the red button on your left.,Hay muchos extranjeros en Itaewon.,VERB DET ADJ NOUN ADP DET NOUN PUNCT ,AUX DET NOUN ADP PROPN PUNCT 
683,Did you cook all these?,Presionar el botón rojo en su izquierda.,VERB PRON VERB DET DET PUNCT ,VERB DET NOUN ADJ ADP DET NOUN PUNCT 
684,I'm gaining weight these days.,¿Cocinaste todo ésto tú solo?,PRON VERB VERB NOUN DET NOUN PUNCT ,PUNCT VERB DET PRON PRON ADV PUNCT 
685,Greed has no limits.,Estoy aumentando de peso actualmente.,PROPN VERB DET NOUN PUNCT ,AUX VERB ADP NOUN ADV PUNCT 
686,Have we met before?,La avaricia no tiene límites.,VERB PRON VERB ADV PUNCT ,DET NOUN ADV VERB NOUN PUNCT 
687,"In my country, we are regarded as being one year old as soon as we're born.",¿Nos hemos visto anteriormente?,ADP DET NOUN PUNCT PRON VERB VERB ADP VERB NUM NOUN ADJ ADV ADV ADP PRON VERB VERB PUNCT ,PUNCT PRON AUX VERB ADV PUNCT 
688,Didn't you bring your umbrella?,"En nuestro país, cumplimos un año apenas nacemos.",VERB ADV PRON VERB DET NOUN PUNCT ,ADP DET NOUN PUNCT VERB DET NOUN ADV VERB PUNCT 
689,I have to ask my brother(sister) first.,¿No trajiste tu paraguas?,PRON VERB PART VERB DET NOUN PUNCT ADV PUNCT ,PUNCT ADV VERB DET NOUN PUNCT 
690,This milk seems to have gone bad.,Tengo que preguntar a mi hermano (hermana) primero.,DET NOUN VERB PART VERB VERB ADJ PUNCT ,VERB SCONJ VERB ADP DET NOUN PUNCT NOUN PUNCT ADV PUNCT 
691,I'm on the way to the post office.,Esta leche parece estar vencido.,PRON VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT ,DET NOUN AUX AUX ADJ PUNCT 
692,"For exercise, I jog a kilometer everyday.",Estoy llendo a la oficina de correo.,ADP NOUN PUNCT PRON VERB DET NOUN ADV PUNCT ,AUX VERB ADP DET NOUN ADP NOUN PUNCT 
693,Kids probably play at the playground.,"Para ejercitar, corro un kilómetro diario todos lo días.",NOUN ADV VERB ADP DET NOUN PUNCT ,ADP VERB PUNCT NOUN DET NOUN ADJ DET PRON NOUN PUNCT 
694,Jeans and sneakers are not allowed.,Los niños están jugando probablemente en el patio.,PROPN CCONJ NOUN VERB ADV VERB PUNCT ,DET NOUN AUX VERB ADV ADP DET NOUN PUNCT 
695,Drive carefully.,Los pantalones vaqueros y las zapatillas de deporte no se permiten.,VERB ADV PUNCT ,DET NOUN ADJ CONJ DET NOUN ADP NOUN ADV PRON VERB PUNCT 
696,"My baby kept crying, so I took her out.",Maneje cuidadosamente.,DET NOUN VERB VERB PUNCT CCONJ PRON VERB PRON PART PUNCT ,PROPN ADV PUNCT 
697,"I tried to move my arms, but strangely they didn’t move.",Mi bebé lloraba tanto que lo traje conmigo.,PRON VERB PART VERB DET NOUN PUNCT CCONJ ADV PRON VERB ADV VERB PUNCT ,DET NOUN VERB ADV SCONJ PRON VERB PRON PUNCT 
698,I like the way you smile.,"Intenté moverme los brazos, pero extrañamente no se movieron.",PRON VERB DET NOUN PRON VERB PUNCT ,PROPN VERB DET NOUN PUNCT CONJ ADV ADV PRON VERB PUNCT 
699,"As soon as he saw me, he burst out in laughter.",Me gusta cuando sonríes.,ADV ADV ADP PRON VERB PRON PUNCT PRON VERB PART ADP NOUN PUNCT ,PRON VERB SCONJ ADJ PUNCT 
700,I bought this pair of shoes for thiry thousand won.,"Apenas me vió, comenzó a reir a carcajadas.",PRON VERB DET NOUN ADP NOUN ADP NOUN NUM NOUN PUNCT ,ADV PRON VERB PUNCT AUX ADP VERB ADP NOUN PUNCT 
701,He originally had such a pleasant personality.,Compré este par de los zapatos a tres mil wons.,PRON ADV VERB DET DET ADJ NOUN PUNCT ,VERB DET NOUN ADP DET NOUN ADP NUM NUM PROPN PUNCT 
702,I'll do it if you want.,"Originalmente, él tenía una personalidad muy agradable.",PRON AUX VERB PRON ADP PRON VERB PUNCT ,ADV PUNCT PRON VERB DET NOUN ADV ADJ PUNCT 
703,"They were on top of the table, not in the drawer.",Lo haré si lo deseas.,PRON VERB ADP NOUN ADP DET NOUN PUNCT ADV ADP DET NOUN PUNCT ,PRON VERB SCONJ PRON NOUN PUNCT 
704,I think that store has a bad location.,"Estaban encima de la tabla, no en el cajón.",PRON VERB ADP NOUN VERB DET ADJ NOUN PUNCT ,VERB ADV ADP DET NOUN PUNCT ADV ADP DET NOUN PUNCT 
705,Here's a little present for you.,Pienso que el almacén tiene una mala localización.,ADV VERB DET ADJ ADJ ADP PRON PUNCT ,VERB SCONJ DET NOUN VERB DET ADJ NOUN PUNCT 
706,That sounds difficult and dangerous.,Esto es un pequeño regalo para tí. ,DET VERB ADJ CCONJ ADJ PUNCT ,PRON AUX DET ADJ NOUN ADP NOUN PUNCT 
707,Busan is famous for its seafood.,Eso suena difícil y peligroso.,PROPN VERB ADJ ADP DET NOUN PUNCT ,PRON VERB ADJ CONJ ADJ PUNCT 
708,Do you have an account with our bank?,Busan es famoso por sus mariscos.,VERB PRON VERB DET NOUN ADP DET NOUN PUNCT ,PROPN AUX ADJ ADP DET NOUN PUNCT 
709,You don't mind spicy food?,¿Tiene una cuenta en nuestro banco?,PRON VERB ADV VERB ADJ NOUN PUNCT ,PUNCT VERB DET NOUN ADP DET NOUN PUNCT 
710,Do you listen to much music at home?,¿No importa si el alimento es picante?,VERB PRON VERB ADP ADJ NOUN ADP NOUN PUNCT ,PUNCT ADV VERB SCONJ DET NOUN AUX ADV PUNCT 
711,Why don't you tell him your opinion?,¿Escuchas mucha música en tu casa?,ADV VERB ADV PRON VERB PRON DET NOUN PUNCT ,PUNCT DET DET NOUN ADP DET NOUN PUNCT 
712,Marriage without love doesn't mean anything.,¿Por qué no le dices tu opinión?,NOUN ADP NOUN VERB ADV VERB NOUN PUNCT ,PUNCT ADP PRON ADV PRON VERB DET NOUN PUNCT 
713,Have you been to the doctor?,Un matrimonio sin amor no significa nada.,VERB PRON VERB ADP DET NOUN PUNCT ,DET NOUN ADP NOUN ADV VERB PRON PUNCT 
714,There are only ten chairs.,¿Has tenido una revisación con el doctor?,ADV VERB ADV NUM NOUN PUNCT ,PUNCT AUX VERB DET NOUN ADP DET NOUN PUNCT 
715,Maybe you have to have a tooth pulled out.,Hay solamente diez sillas.,ADV PRON VERB PART VERB DET NOUN VERB PART PUNCT ,AUX ADV NUM NOUN PUNCT 
716,Is this book yours?,Seguramente me tienen que sacar el diente.,VERB DET NOUN DET PUNCT ,ADV PRON VERB SCONJ VERB DET NOUN PUNCT 
717,Could you give this to Hyean?,¿Éste libro es tuyo?,VERB PRON VERB DET ADP PROPN PUNCT ,PUNCT DET NOUN AUX DET PUNCT 
718,The dishes here are pretty expensive.,¿Podrías darle esto a Hyean?,DET NOUN ADV VERB ADV ADJ PUNCT ,PUNCT PROPN VERB PRON ADP PROPN PUNCT 
719,Who won the baseball game last night?,Las comidas de aquí son bastante costosos.,PRON VERB DET NOUN NOUN ADJ NOUN PUNCT ,DET NOUN ADP ADV AUX ADV ADJ PUNCT 
720,"To this day, I have never had a girlfriend.",¿Quién ganó el juego del béisbol ayer por la noche?,ADP DET NOUN PUNCT PRON VERB ADV VERB DET NOUN PUNCT ,PUNCT PRON VERB DET NOUN ADP NOUN ADV ADP DET NOUN PUNCT 
721,Have you ever done this kind of work?,"Hasta ahora, nunca he tenido una novia.",VERB PRON ADV VERB DET NOUN ADP NOUN PUNCT ,ADP ADV PUNCT ADV AUX VERB DET NOUN PUNCT 
722,My opinion is this.,¿Alguna vez has hecho esta clase de trabajo?,DET NOUN VERB DET PUNCT ,PUNCT DET NOUN AUX VERB DET NOUN ADP NOUN PUNCT 
723,Koreans write their surname first and then their given name.,Mi opinión es ésta.,NOUN VERB DET NOUN ADV CCONJ ADV DET VERB NOUN PUNCT ,DET NOUN AUX PRON PUNCT 
724,I already went there last weekend.,Los coreanos primero escriben su apellido y luego su nombre.,PRON ADV VERB ADV ADJ NOUN PUNCT ,DET NOUN ADV VERB DET NOUN CONJ ADV DET NOUN PUNCT 
725,I like girls who look pure.,Ya he estado allí el fin de semana pasado.,PRON VERB NOUN PRON VERB ADJ PUNCT ,ADV AUX AUX ADV DET NOUN ADP NOUN ADJ PUNCT 
726,Not this time!,Me gustan las mujeres que tienen una imagen pura.,ADV DET NOUN PUNCT ,PRON VERB DET NOUN PRON VERB DET NOUN ADJ PUNCT 
727,This is my English teacher.,¡No esta vez!,DET VERB DET ADJ NOUN PUNCT ,PUNCT ADV DET NOUN PUNCT 
728,I have to score over 900 on the TOEIC exam.,Esta persona es mi profesor inglés.,PRON VERB PART VERB ADP NUM ADP DET PROPN NOUN PUNCT ,DET NOUN AUX DET NOUN ADJ PUNCT 
729,I had a strange dream last night.,Tengo que anotar sobre 900 en el examen de TOEIC.,PRON VERB DET ADJ NOUN ADJ NOUN PUNCT ,VERB SCONJ VERB ADP NUM ADP DET NOUN ADP NOUN PUNCT 
730,I don't want to talk about that anymore.,Ayer tuve un sueño extraño.,PRON VERB ADV VERB PART VERB ADP DET ADV PUNCT ,ADV VERB DET NOUN ADJ PUNCT 
731,What sites are you using to watch movies on the internet?,No deseo hablar más sobre el tema.,DET NOUN VERB PRON VERB PART VERB NOUN ADP DET NOUN PUNCT ,ADV VERB VERB ADV ADP DET NOUN PUNCT 
732,My husband went over to our neighbor's house after lunch.,¿Qué sitios de Internet estás utilizando para mirar películas?,DET NOUN VERB PART ADP DET NOUN PART NOUN ADP NOUN PUNCT ,PUNCT DET NOUN ADP PROPN AUX VERB ADP VERB NOUN PUNCT 
733,I don't think you have a reason to get angry.,Mi marido pasó a la casa de nuestro vecino después del almuerzo.,PRON VERB ADV VERB PRON VERB DET NOUN PART VERB ADJ PUNCT ,DET NOUN VERB ADP DET NOUN ADP DET NOUN ADV ADP NOUN PUNCT 
734,I have to leave now.,Pienso que no tienes motivos para estar enojado.,PRON VERB PART VERB ADV PUNCT ,VERB SCONJ ADV VERB NOUN ADP AUX ADJ PUNCT 
735,Come this way.,Ahora tengo que irme.,VERB DET NOUN PUNCT ,ADV VERB SCONJ NOUN PUNCT 
736,"I can't understand this memo, can you?",Venga por este lado.,PRON AUX ADV VERB DET NOUN PUNCT VERB PRON PUNCT ,VERB ADP DET NOUN PUNCT 
737,The computer defeated the human in the chess.,"No puedo entender esta nota, ¿y tú?",DET NOUN VERB DET NOUN ADP DET NOUN PUNCT ,ADV AUX VERB DET NOUN PUNCT PUNCT CONJ PRON PUNCT 
