,english,spanish,en_ud,en_penn,es_ud,es_penn
35,"In the Special committee on the policy challenges and budgetary resources for a sustainable European Union after 2013, we understand that it can seem strange that, at a time when many Member States are making cuts in their own budgets, we are demanding more money for the EU budget post 2013.","En la Comisión especial sobre los retos políticos y los recursos presupuestarios para una Unión Europea sostenible después de 2013 comprendemos que pueda parecer extraño que, en una época en la que muchos Estados miembros están recortando sus propios presupuestos, estemos pidiendo más dinero para el presupuesto de la UE posterior a 2013.",ADP DET ADJ NOUN ADP DET NOUN NOUN CCONJ ADJ NOUN ADP DET ADJ PROPN PROPN ADP NUM PUNCT PRON VERB ADP PRON VERB VERB ADJ ADP PUNCT ADP DET NOUN ADV ADJ PROPN PROPN VERB VERB NOUN ADP DET ADJ NOUN PUNCT PRON VERB VERB ADJ NOUN ADP DET PROPN NOUN NOUN NUM PUNCT ,"IN DT JJ NN IN DT NN NNS CC JJ NNS IN DT JJ NNP NNP IN CD , PRP VBP IN PRP MD VB JJ IN , IN DT NN WRB JJ NNP NNPS VBP VBG NNS IN PRP$ JJ NNS , PRP VBP VBG JJR NN IN DT NNP NN NN CD . ",ADP DET PROPN ADJ ADP DET NOUN ADJ CCONJ DET NOUN ADJ ADP DET PROPN PROPN ADJ ADV ADP NOUN VERB SCONJ AUX VERB ADJ SCONJ PUNCT ADP DET NOUN ADP DET PRON DET NOUN NOUN AUX VERB DET DET NOUN PUNCT AUX VERB ADV NOUN ADP DET NOUN ADP DET PROPN ADJ ADP NOUN PUNCT ,"IN DT NNP JJ IN DT NNS JJ CC DT NNS JJ IN DT NNP NNP JJ RB IN NNP VBP IN VBZ TO VB JJ IN , IN DT NN IN DT DT DT NNS NNS VBP VBG PRP$ DT NNS , VBD VBG RB NN IN DT NN IN DT NNP JJ IN NNP . "
36,"However, at the same time, it would be completely unreasonable to ignore these challenges, to give in to euroscepticism and give up the political ambitions that the Member States have given us in the Treaty of Lisbon, for example.","Pero, al mismo tiempo, sería muy poco razonable ignorar estos retos, ceder ante la presión del euroescepticismo y claudicar en lo que respecta a las ambiciones políticas que los Estados miembros nos concedieron en el Tratado de Lisboa, por ejemplo.",ADV PUNCT ADP DET ADJ NOUN PUNCT PRON VERB VERB ADV ADJ PART VERB DET NOUN PUNCT PART VERB PART ADP NOUN CCONJ VERB PART DET ADJ NOUN ADP DET PROPN PROPN VERB VERB PRON ADP DET PROPN ADP PROPN PUNCT ADP NOUN PUNCT ,"RB , IN DT JJ NN , PRP MD VB RB JJ TO VB DT NNS , TO VB RP IN NN CC VB RP DT JJ NNS IN DT NNP NNPS VBP VBN PRP IN DT NNP IN NNP , IN NN . ",CCONJ PUNCT ADP DET NOUN PUNCT AUX ADV ADV ADJ VERB DET NOUN PUNCT VERB ADP DET NOUN ADP NOUN CCONJ VERB ADP DET PRON VERB ADP DET NOUN ADJ PRON DET NOUN NOUN PRON VERB ADP DET PROPN ADP PROPN PUNCT ADP NOUN PUNCT ,"CC , IN DT NN , MD VB RB RB JJ TO VB DT NNS , TO VB IN DT NN IN NN CC TO VB IN DT DT VBZ IN DT NNS JJ DT DT NNS NNS PRP VBD IN DT NNP IN NNP , IN NN . "
37,"We must also remember that large cuts will not benefit the most vulnerable Member States, Greece, Ireland and Portugal, but, on the contrary, will reduce the EU's ability to support them.","Tenemos que recordar que los amplios recortes no beneficiarán a los Estados miembros más vulnerables, Grecia, Irlanda y Portugal, sino que, por el contrario, reducirán la capacidad de la UE para apoyarlos.",PRON VERB ADV VERB ADP ADJ NOUN VERB ADV VERB DET ADV ADJ PROPN PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT CCONJ PUNCT ADP DET NOUN PUNCT VERB VERB DET PROPN PART NOUN PART VERB PRON PUNCT ,"PRP MD RB VB IN JJ NNS MD RB VB DT RBS JJ NNP NNP , NNP , NNP CC NNP , CC , IN DT NN , MD VB DT NNP POS NN TO VB PRP . ",VERB SCONJ VERB SCONJ DET ADJ NOUN ADV VERB ADP DET NOUN NOUN ADV ADJ PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT CCONJ SCONJ PUNCT ADP DET NOUN PUNCT VERB DET NOUN ADP DET PROPN ADP NOUN PUNCT ,"VBP IN TO VB IN DT JJ NNS RB MD VB IN DT NNS NNS RB JJ , NNP , NNP CC NNP , CC IN , IN DT NNP , MD VB DT NN IN DT NNP IN NNS . "
38,The UK Government is only speaking on behalf of the net contributors and no one else.,"El Gobierno del Reino Unido solo habla en nombre de los contribuyentes netos, de nadie más.",DET PROPN PROPN VERB ADV VERB ADP NOUN ADP DET ADJ NOUN CCONJ DET NOUN ADV PUNCT ,DT NNP NNP VBZ RB VBG IN NN IN DT JJ NNS CC DT NN RB . ,DET PROPN ADP PROPN PROPN ADV VERB ADP NOUN ADP DET NOUN ADJ PUNCT ADP PRON ADV PUNCT ,"DT NNP IN NNP NNP RB VBZ IN NNP IN DT NNS JJ , IN NN RB . "
39,"Therefore, in the report by the Policy Challenges Committee, we have tried to find a reasonable balance between restraint, the ambitions that are needed and a future-oriented reform of policy areas such as agricultural policy.","Por eso, en el informe de la Comisión sobre retos políticos hemos tratado de encontrar un equilibrio razonable entre la contención, las ambiciones necesarias y una reforma con vistas de futuro de ámbitos de la política como la política agrícola.",ADV PUNCT ADP DET NOUN ADP DET PROPN PROPN PROPN PUNCT PRON VERB VERB PART VERB DET ADJ NOUN ADP NOUN PUNCT DET NOUN DET VERB VERB CCONJ DET NOUN PUNCT VERB NOUN ADP NOUN NOUN ADJ ADP ADJ NOUN PUNCT ,"RB , IN DT NN IN DT NNP NNPS NNP , PRP VBP VBN TO VB DT JJ NN IN NN , DT NNS WDT VBP VBN CC DT NN HYPH VBN NN IN NN NNS JJ IN JJ NN . ",ADP PRON PUNCT ADP DET NOUN ADP DET PROPN ADP NOUN ADJ AUX AUX ADP VERB DET NOUN ADJ ADP DET NOUN PUNCT DET NOUN ADJ CCONJ DET NOUN ADP NOUN ADP NOUN ADP NOUN ADP DET NOUN SCONJ DET NOUN ADJ PUNCT ,"IN DT , IN DT NN IN DT NNP IN NNS JJ VBP VBN IN TO VB DT NN JJ IN DT NN , DT NNS JJ CC DT NN IN NNS IN NN IN NNS IN DT NN IN DT NN JJ . "
40,We arrived at a proposal of a 5% increase in appropriations for the next period compared with 2013.,"Hemos convenido una propuesta de incremento de los créditos de un 5 % para el próximo periodo, comparado con 2013.",PRON VERB ADP DET NOUN ADP DET NUM NOUN NOUN ADP NOUN ADP DET ADJ NOUN VERB ADP NUM PUNCT ,PRP VBD IN DT NN IN DT CD NN NN IN NNS IN DT JJ NN VBN IN CD . ,AUX VERB DET NOUN ADP NOUN ADP DET NOUN ADP DET NUM SYM ADP DET ADJ NOUN PUNCT ADJ ADP NOUN PUNCT ,"VBP VBN DT NN IN NN IN DT NNS IN DT CD CD NN IN DT JJ NN , JJ IN NNP . "
41,"I would like to express my sincere thanks to Mr Garriga Polledo, who succeeded in securing a broad majority in support of his report.","Me gustaría expresar mi más sincero agradecimiento al señor Garriga Polledo, que logró el respaldo de una amplia mayoría para su informe.",PRON VERB VERB PART VERB DET ADJ NOUN ADP PROPN PROPN PROPN PUNCT PRON VERB ADP VERB DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT ,"PRP MD VB TO VB PRP$ JJ NNS IN NNP NNP NNP , WP VBD IN VBG DT JJ NN IN NN IN PRP$ NN . ",PRON VERB VERB DET ADV ADJ NOUN ADP NOUN PROPN PROPN PUNCT PRON VERB DET NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT ,"PRP MD VB TO VB PRP$ RB JJ NN IN NN NNP NNP , DT VBD DT NN IN DT JJ NN IN PRP$ NN . "
42,"The point is that this extra 5% is to be used precisely for investments within the key areas that are focused on the future, in particular, research, growth and employment.","La cuestión radica en que este 5 % adicional se usará precisamente para inversiones en los ámbitos clave orientados al futuro, en particular, en la investigación, el desarrollo y el empleo.",DET NOUN VERB ADP DET ADJ NUM NOUN VERB PART VERB VERB ADV ADP NOUN ADP DET ADJ NOUN DET VERB VERB ADP DET NOUN PUNCT ADP ADJ PUNCT NOUN PUNCT NOUN CCONJ NOUN PUNCT ,"DT NN VBZ IN DT JJ CD NN VBZ TO VB VBN RB IN NNS IN DT JJ NNS WDT VBP VBN IN DT NN , IN JJ , NN , NN CC NN . ",DET NOUN VERB ADP SCONJ PRON NUM SYM ADJ PRON VERB ADV ADP NOUN ADP DET NOUN NOUN ADJ ADP NOUN PUNCT ADP NOUN PUNCT ADP DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT ,"DT NN VBZ IN IN DT CD CD NN JJ PRP MD VB RB IN NNS IN DT NNS NN VBN IN NN , IN NNP , IN DT NN , DT NN CC DT NN . "
43,"It is clear that there is a need for action in these areas, and without resources, we will not be able to meet these challenges.",Es obvio que hay que actuar en estos ámbitos y que sin recursos no seremos capaces de superar estos desafíos.,PRON VERB ADJ ADP ADV VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT CCONJ ADP NOUN PUNCT PRON VERB ADV VERB ADJ PART VERB DET NOUN PUNCT ,"PRP VBZ JJ IN EX VBZ DT NN IN NN IN DT NNS , CC IN NNS , PRP MD RB VB JJ TO VB DT NNS . ",AUX ADJ SCONJ AUX SCONJ VERB ADP DET NOUN CCONJ SCONJ ADP NOUN ADV VERB ADJ ADP VERB DET NOUN PUNCT ,VBZ JJ IN VBZ IN TO VB IN DT NNS CC IN IN NNS RB VBP JJ IN TO VB DT NNS . 
44,"To do this, however, we also need to be able to change our view of the EU budget.","Para hacerlo, no obstante, tenemos que ser capaces de cambiar nuestra visión del presupuesto de la UE.",PART VERB DET PUNCT ADV PUNCT PRON ADV VERB PART VERB ADJ PART VERB DET NOUN ADP DET PROPN NOUN PUNCT ,"TO VB DT , RB , PRP RB VBP TO VB JJ TO VB PRP$ NN IN DT NNP NN . ",ADP NOUN PUNCT PART NOUN PUNCT VERB SCONJ AUX ADJ ADP VERB DET NOUN ADP NOUN ADP DET PROPN PUNCT ,"IN NN , RB NNP , VBP IN TO VB JJ IN TO VB PRP$ NN IN NN IN DT NNP . "
45,"Remember that this EU budget is still lower in relation to the Member States' economies than it was when Sweden joined in the 1990s, for example, despite enlargement from 15 to 27 Member States.","Recuerden que, en relación con las economías de los Estados miembros, este presupuesto comunitario sigue siendo más bajo de lo que era cuando Suecia se unió a la UE en los noventa, por ejemplo, a pesar de la ampliación de quince a veintisiete Estados miembros.",VERB ADP DET PROPN NOUN VERB ADV ADJ ADP NOUN ADP DET PROPN PROPN PART NOUN ADP PRON VERB ADV PROPN VERB ADP DET NOUN PUNCT ADP NOUN PUNCT ADP NOUN ADP NUM PART NUM PROPN PROPN PUNCT ,"VB IN DT NNP NN VBZ RB JJR IN NN IN DT NNP NNP POS NNS IN PRP VBD WRB NNP VBD IN DT NNS , IN NN , IN NN IN CD TO CD NNP NNP . ",VERB SCONJ PUNCT ADP NOUN ADP DET NOUN ADP DET NOUN NOUN PUNCT DET NOUN ADJ AUX AUX ADV ADJ ADP DET PRON AUX SCONJ PROPN PRON VERB ADP DET PROPN ADP DET NOUN PUNCT ADP NOUN PUNCT ADP NOUN ADP DET NOUN ADP NUM ADP NUM NOUN NOUN PUNCT ,"VBP IN , IN NNP IN DT NNS IN DT NNS NNS , DT NN JJ VBZ VBG RB JJ IN DT DT VBD IN NNP PRP VBD IN DT NNP IN DT NNS , IN NN , IN NNP IN DT NN IN CD IN CD NNS NNS . "
46,"The increase in the EU budget has also been significantly slower than the increase in the Member States' national budgets, the UK budget for example, which is something else that is not mentioned when Her Majesty's Government speaks.","El incremento del presupuesto comunitario también ha sido mucho más lento que el de los presupuestos nacionales de los Estados miembros, como el del Reino Unido, lo que tampoco menciona el Gobierno de Su Majestad.",DET NOUN ADP DET PROPN NOUN VERB ADV VERB ADV ADJ ADP DET NOUN ADP DET PROPN PROPN PART ADJ NOUN PUNCT DET PROPN NOUN ADP NOUN PUNCT DET VERB NOUN ADV DET VERB ADV VERB ADV DET PROPN PART PROPN VERB PUNCT ,"DT NN IN DT NNP NN VBZ RB VBN RB JJR IN DT NN IN DT NNP NNP POS JJ NNS , DT NNP NN IN NN , WDT VBZ NN RB WDT VBZ RB VBN WRB PRP$ NNP POS NNP VBZ . ",DET NOUN ADP NOUN ADJ ADV AUX AUX ADV ADV ADJ SCONJ DET ADP DET NOUN ADJ ADP DET NOUN NOUN PUNCT SCONJ DET ADP PROPN PROPN PUNCT DET PRON ADV VERB DET PROPN ADP DET PROPN PUNCT ,"DT NN IN NN JJ RB VBZ VBN RB RB JJ IN DT IN DT NNS JJ IN DT NNS NNS , IN DT IN NNP NNP , DT DT RB VBZ DT NNP IN PRP$ NNP . "
47,"I, personally, am absolutely convinced that austerity measures are not the only way out of this crisis.",Estoy absolutamente convencido de que las medidas de austeridad no son la única forma de salir de esta crisis.,PRON PUNCT ADV PUNCT VERB ADV ADJ ADP NOUN NOUN VERB ADV DET ADJ NOUN ADP ADP DET NOUN PUNCT ,"PRP , RB , VBP RB JJ IN NN NNS VBP RB DT JJ NN IN IN DT NN . ",AUX ADV ADJ ADP SCONJ DET NOUN ADP NOUN ADV AUX DET ADJ NOUN ADP VERB ADP DET NOUN PUNCT ,VBP RB JJ IN IN DT NNS IN NN RB VBP DT JJ NN IN TO VB IN DT NN . 
48,"We must find a way back to growth and jobs by finding resources for investments, and for that we need these joint actions.","Tenemos que hallar el camino de retorno al crecimiento y a los empleos encontrando recursos para la inversión y, para ello, necesitamos estas acciones conjuntas.",PRON VERB VERB DET NOUN ADV ADP NOUN CCONJ NOUN ADP VERB NOUN ADP NOUN PUNCT CCONJ ADP DET PRON VERB DET ADJ NOUN PUNCT ,"PRP MD VB DT NN RB IN NN CC NNS IN VBG NNS IN NNS , CC IN DT PRP VBP DT JJ NNS . ",VERB SCONJ VERB DET NOUN ADP NOUN ADP NOUN CCONJ ADP DET NOUN VERB NOUN ADP DET NOUN CCONJ PUNCT ADP PRON PUNCT VERB DET NOUN ADJ PUNCT ,"VBP IN TO VB DT NN IN NN IN NN CC IN DT NNS VBG NNS IN DT NN CC , IN PRP , VBP DT NNS JJ . "
49,"Mr President, I would like to offer my sincere thanks to the rapporteur, who has done an excellent job in collating the views of this House.","Señor Presidente, me gustaría expresar mi más sincero agradecimiento al ponente, que ha realizado un excelente trabajo de cotejo de las opiniones de esta Cámara.",PROPN PROPN PUNCT PRON VERB VERB PART VERB DET ADJ NOUN ADP DET NOUN PUNCT PRON VERB VERB DET ADJ NOUN ADP VERB DET NOUN ADP DET PROPN PUNCT ,"NNP NNP , PRP MD VB TO VB PRP$ JJ NNS IN DT NN , WP VBZ VBN DT JJ NN IN VBG DT NNS IN DT NNP . ",NOUN PROPN PUNCT PRON VERB VERB DET ADV ADJ NOUN ADP NOUN PUNCT PRON AUX VERB DET ADJ NOUN ADP NOUN ADP DET NOUN ADP DET PROPN PUNCT ,"NN NNP , PRP MD VB TO VB PRP$ RB JJ NN IN NN , DT VBZ VBN DT JJ NN IN NN IN DT NNS IN DT NNP . "
50,I am sure that we are all in complete agreement as to the challenges that we face.,Estoy seguro de que todos estamos de acuerdo en cuanto a los retos a los que nos enfrentamos.,PRON VERB ADJ ADP PRON VERB ADV ADP ADJ NOUN ADP ADP DET NOUN DET PRON VERB PUNCT ,PRP VBP JJ IN PRP VBP RB IN JJ NN IN IN DT NNS WDT PRP VBP . ,AUX ADJ ADP SCONJ PRON AUX ADP NOUN ADP NOUN ADP DET NOUN ADP DET PRON PRON VERB PUNCT ,VBP JJ IN IN DT VBP IN NNP IN NNP IN DT NNS IN DT DT PRP VBP . 
51,"The question is simply how we will get the funds to stretch, and now we are not only talking about funds in the EU, but also funds in the Member States, and that is a balancing act.","La única pregunta que surge es cómo obtendremos los fondos que vamos a estirar, y ahora no estamos hablando solo de fondos comunitarios, sino también de fondos de los Estados miembros; se trata de encontrar un equilibrio.",DET NOUN VERB ADV ADV PRON VERB VERB DET NOUN PART VERB PUNCT CCONJ ADV PRON VERB ADV ADV VERB ADP NOUN ADP DET PROPN PUNCT CCONJ ADV NOUN ADP DET PROPN PROPN PUNCT CCONJ DET VERB DET NOUN NOUN PUNCT ,"DT NN VBZ RB WRB PRP MD VB DT NNS TO VB , CC RB PRP VBP RB RB VBG IN NNS IN DT NNP , CC RB NNS IN DT NNP NNP , CC DT VBZ DT NN NN . ",DET ADJ NOUN PRON VERB AUX PRON VERB DET NOUN PRON AUX ADP VERB PUNCT CCONJ ADV ADV AUX VERB ADJ ADP NOUN ADJ PUNCT CCONJ NOUN ADP NOUN ADP DET NOUN NOUN PUNCT PRON VERB ADP VERB DET NOUN PUNCT ,"DT JJ NN DT VBZ VBZ WDT MD VB DT NNS DT VBP IN TO VB , CC RB RB VBP VBG JJ IN NNS JJ , CC NNP IN NNS IN DT NNS NNS : PRP VBZ IN TO VB DT NN . "
52,"In committee, we decided to recommend increasing the future budget by 5%.",En la comisión decidimos recomendar el incremento del 5 % del futuro presupuesto.,ADP NOUN PUNCT PRON VERB PART VERB VERB DET ADJ NOUN ADP NUM NOUN PUNCT ,"IN NN , PRP VBD TO VB VBG DT JJ NN IN CD NN . ",ADP DET NOUN VERB VERB DET NOUN ADP NUM SYM ADP ADJ NOUN PUNCT ,IN DT NN VBP TO VB DT NN IN CD CD NN IN JJ NN . 
53,"Five percent sounds like a lot, at least it does if we go home to our own capital cities and explain that we need another 5%.","Esta cifra puede parecer mucho, al menos cuando vayamos a nuestras capitales y expliquemos que necesitamos otro 5 %.",NUM NOUN VERB ADP DET NOUN PUNCT ADP ADJ PRON VERB ADP PRON VERB ADV ADP DET ADJ NOUN NOUN CCONJ VERB ADP PRON VERB DET NUM NOUN PUNCT ,"CD NN VBZ IN DT NN , IN JJS PRP VBZ IN PRP VBP RB IN PRP$ JJ NN NNS CC VB IN PRP VBP DT CD NN . ",DET NOUN AUX VERB ADV PUNCT ADP ADV SCONJ VERB ADP DET NOUN CCONJ VERB PRON VERB PRON NUM SYM PUNCT ,"DT NN VBZ TO VB RB , IN RB IN VBP IN PRP$ NNS CC MD VB DT VBP DT CD CD NN . "
54,"On the other hand, 5% is very little when we consider the challenges that the EU is facing, and when we know only too well that the EU has actually been given a number of new tasks that it really ought to take care of properly, and we cannot do that without funds.","Por otro lado, un 5 % es muy poco si tenemos en cuenta los retos a los que se enfrenta la UE y somos muy conscientes de que se le ha asignado a la UE una serie de nuevas tareas que tiene que atender como es debido y de que no puede hacerlo sin fondos.",ADP DET ADJ NOUN PUNCT NUM NOUN VERB ADV ADJ ADV PRON VERB DET NOUN DET DET PROPN VERB VERB PUNCT CCONJ ADV PRON VERB ADV ADV ADV ADP DET PROPN VERB ADV VERB VERB DET NOUN ADP ADJ NOUN DET PRON ADV VERB PART VERB NOUN ADP ADV PUNCT CCONJ PRON AUX ADV VERB DET ADP NOUN PUNCT ,"IN DT JJ NN , CD NN VBZ RB JJ WRB PRP VBP DT NNS WDT DT NNP VBZ VBG , CC WRB PRP VBP RB RB RB IN DT NNP VBZ RB VBN VBN DT NN IN JJ NNS WDT PRP RB MD TO VB NN IN RB , CC PRP MD RB VB DT IN NNS . ",ADP ADJ NOUN PUNCT DET NUM SYM AUX ADV PRON SCONJ VERB ADP NOUN DET NOUN ADP DET PRON PRON VERB DET PROPN CCONJ AUX ADV ADJ ADP SCONJ PRON PRON AUX VERB ADP DET PROPN DET NOUN ADP ADJ NOUN PRON VERB SCONJ VERB SCONJ AUX ADJ CCONJ ADP SCONJ ADV AUX VERB ADP NOUN PUNCT ,"IN JJ NNP , DT CD CD NN VBZ RB DT IN VBP IN NN DT NNS IN DT DT PRP VBZ DT NNP CC VBP RB JJ IN IN PRP PRP VBZ VBN IN DT NNP DT NN IN JJ NNS DT VBZ IN TO VB IN VBZ JJ CC IN IN RB VBZ TO VB IN NNS . "
55,"However, in order, at the same time, to be credible when asking for more money, we must also have the courage to look at existing structures and existing costs.","Así y todo, para resultar creíbles al pedir más dinero, tenemos que atrevernos a mirar las estructuras y los costes existentes.",ADV PUNCT ADP NOUN PUNCT ADP DET ADJ NOUN PUNCT PART VERB ADJ ADV VERB ADP ADJ NOUN PUNCT PRON VERB ADV VERB DET NOUN PART VERB ADP VERB NOUN CCONJ VERB NOUN PUNCT ,"RB , IN NN , IN DT JJ NN , TO VB JJ WRB VBG IN JJR NN , PRP MD RB VB DT NN TO VB IN VBG NNS CC VBG NNS . ",ADV CCONJ PRON PUNCT ADP VERB ADJ ADP VERB ADV NOUN PUNCT VERB SCONJ AUX ADP VERB DET NOUN CCONJ DET NOUN ADJ PUNCT ,"RB CC DT , IN TO VB JJ IN TO VB RB NN , VBP IN VBD IN TO VB DT NNS CC DT NNS JJ . "
56,Our credibility will then increase significantly if we manage to show that we can also reallocate/reprioritise and save money before we ask for more.,"Nuestra credibilidad se verá reforzada si logramos demostrar que también podemos realizar una redistribución, volver a establecer un orden de prioridad y ahorrar antes de pedir más.",DET NOUN VERB ADV VERB ADV ADP PRON VERB PART VERB ADP PRON VERB ADV VERB SYM NOUN CCONJ VERB NOUN ADP PRON VERB ADP ADJ PUNCT ,PRP$ NN MD RB VB RB IN PRP VBP TO VB IN PRP MD RB VB SYM NN CC VB NN IN PRP VBP IN JJR . ,DET NOUN PRON VERB ADJ SCONJ VERB AUX SCONJ ADV AUX VERB DET NOUN PUNCT AUX ADP VERB DET NOUN ADP NOUN CCONJ VERB ADV ADP VERB ADV PUNCT ,"PRP$ NN PRP MD VB JJ IN VBP TO VB IN RB VBP TO VB DT NN , TO VB IN TO VB DT NN IN NN CC TO VB RB IN TO VB RB . "
57,"Now, I am talking about unjustified advantages within agricultural policy as well as the fact that our anti-corruption policy is, to a large degree, not as successful as we always claim it is, and the fact that, to a certain extent, the EU's administration is rather unwieldy - the very fact that we are here in Strasbourg is an example of this.","Estoy hablando de ventajas injustificadas en la política agrícola, de que nuestra política anticorrupción no tiene tanto éxito como siempre pretendemos y de que la administración de la UE es, hasta cierto punto, bastante difícil de manejar -el simple hecho de que estemos hoy en Estrasburgo es una muestra de ello.",ADV PUNCT PRON VERB VERB ADP ADJ NOUN ADP ADJ NOUN ADV ADV ADP DET NOUN ADP DET ADJ ADJ ADJ NOUN VERB PUNCT ADP DET ADJ NOUN PUNCT ADV ADV ADJ ADP PRON ADV VERB PRON VERB PUNCT CCONJ DET NOUN ADP PUNCT ADP DET ADJ NOUN PUNCT DET PROPN PART NOUN VERB ADV ADJ PUNCT DET ADJ NOUN ADP PRON VERB ADV ADP PROPN VERB DET NOUN ADP DET PUNCT ,"RB , PRP VBP VBG IN JJ NNS IN JJ NN RB RB IN DT NN IN PRP$ JJ JJ JJ NN VBZ , IN DT JJ NN , RB RB JJ IN PRP RB VBP PRP VBZ , CC DT NN IN , IN DT JJ NN , DT NNP POS NN VBZ RB JJ : DT JJ NN IN PRP VBP RB IN NNP VBZ DT NN IN DT . ",AUX VERB ADP NOUN ADJ ADP DET NOUN ADJ PUNCT ADP SCONJ DET NOUN NOUN ADV VERB DET NOUN SCONJ ADV VERB CCONJ ADP SCONJ DET NOUN ADP DET PROPN AUX PUNCT ADP DET NOUN PUNCT ADV ADJ ADP VERB SYM ADJ NOUN ADP SCONJ VERB ADV ADP PROPN AUX DET NOUN ADP PRON PUNCT ,"VBP VBG IN NNS JJ IN DT NN JJ , IN IN PRP$ NN NN RB VBZ DT NN IN RB VBP CC IN IN DT NN IN DT NNP VBZ , IN DT NN , RB JJ IN TO VB CD NN JJ NN IN IN VBP RB IN NNP VBZ DT NN IN PRP . "
58,"These are the sorts of things that our group wanted to raise as examples that could be discussed, for this is what will bring us credibility when we later ask for more money.","Estos son los tipos de asuntos que nuestro Grupo quería exponer como ejemplos que pueden discutirse, porque eso es lo que nos aportará credibilidad a la hora de pedir más dinero.",DET VERB DET NOUN ADP NOUN DET DET NOUN VERB PART VERB ADP NOUN DET VERB VERB VERB PUNCT ADP DET VERB PRON VERB VERB PRON NOUN ADV PRON ADV VERB ADP ADJ NOUN PUNCT ,"DT VBP DT NNS IN NNS WDT PRP$ NN VBD TO VB IN NNS WDT MD VB VBN , IN DT VBZ WP MD VB PRP NN WRB PRP RB VBP IN JJR NN . ",PRON AUX DET NOUN ADP NOUN PRON DET PROPN VERB VERB SCONJ NOUN PRON AUX VERB PUNCT SCONJ PRON AUX DET PRON PRON VERB NOUN ADP DET NOUN ADP VERB ADV NOUN PUNCT ,"DT VBP DT NNS IN NNS DT PRP$ NNP VBD TO VB IN NNS DT VBP TO VB , IN DT VBZ DT DT PRP MD VB NN IN DT NN IN TO VB RB NN . "
59,"However, we have not always been entirely successful in doing this in this report, which also explains why some of my fellow Members will be pressing the 'no' button, or perhaps the 'abstain' button, in tomorrow's vote, even though a large majority of our group supports the report.","De todos modos, no siempre lo hemos logrado en este informe, lo que explica por qué algunos de mis colegas diputados pulsarán el botón de ""No"" o, tal vez, el botón de abstención en la votación de mañana, aun cuando una gran mayoría nuestro Grupo respalda el informe.",ADV PUNCT PRON VERB ADV ADV VERB ADV ADJ ADP VERB DET ADP DET NOUN PUNCT DET ADV VERB ADV DET ADP DET ADJ NOUN VERB VERB VERB DET PUNCT DET PUNCT NOUN PUNCT CCONJ ADV DET PUNCT VERB PUNCT NOUN PUNCT ADP NOUN PART NOUN PUNCT ADV ADP DET ADJ NOUN ADP DET NOUN VERB DET NOUN PUNCT ,"RB , PRP VBP RB RB VBN RB JJ IN VBG DT IN DT NN , WDT RB VBZ WRB DT IN PRP$ JJ NNS MD VB VBG DT `` DT '' NN , CC RB DT `` VB '' NN , IN NN POS NN , RB IN DT JJ NN IN PRP$ NN VBZ DT NN . ",ADP NOUN NOUN PUNCT ADV ADV PRON AUX VERB ADP DET NOUN PUNCT DET PRON VERB ADP PRON PRON ADP DET NOUN NOUN VERB DET NOUN ADP PUNCT NOUN PUNCT CCONJ PUNCT NOUN NOUN PUNCT DET NOUN ADP NOUN ADP DET NOUN ADP ADV PUNCT ADV SCONJ DET ADJ NOUN DET PROPN VERB DET NOUN PUNCT ,"IN NNP NNP , RB RB PRP VBP VBN IN DT NN , DT DT VBZ IN WP DT IN PRP$ NNS NNS MD VB DT NN IN '' NNP '' CC , NNP NNP , DT NN IN NN IN DT NN IN RB , RB IN DT JJ NN PRP$ NNP VBZ DT NN . "
