,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
167,W,False,Order is incorrect in Chinese and English,AUX ADV,VERB AUX ADV ADJ,AUX ADV ADJ,AUX ADV ADJ PART,-10.09526252746582,-11.838656425476074,False
168,DJ,True,Chinese doesn't use hyphens in words,NUM NOUN,DET NUM NOUN NOUN,NUM NOUN NOUN,NUM NOUN NOUN PUNCT,-4.908853054046631,-4.36556339263916,True
169,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,VERB PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-6.516456127166748,-5.950233459472656,True
170,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,AUX PUNCT ADV PUNCT,PUNCT ADV PUNCT,PUNCT ADV PUNCT PRON,-6.634823322296143,-7.437023639678955,False
171,RP,True,Word not capitalized,VERB PRON,VERB VERB PRON PUNCT,VERB PRON PUNCT,VERB PRON PUNCT CCONJ,-8.374588012695312,-8.776753425598145,False
172,TV,True,Chinese would use word in the given context,VERB VERB,PRON VERB VERB SCONJ,VERB VERB SCONJ,VERB VERB SCONJ VERB,-9.458245277404785,-8.15523910522461,True
173,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,PRON PART VERB DET,PART VERB DET,PART VERB DET NOUN,-5.500118732452393,-7.224739074707031,False
174,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON ADV,PUNCT PRON ADV,PUNCT PRON ADV VERB,-6.531130790710449,-6.244041442871094,True
175,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON ADV,PUNCT PRON ADV,PUNCT PRON ADV VERB,-6.531130790710449,-6.244041442871094,True
176,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,PRON PART VERB ADJ,PART VERB ADJ,PART VERB ADJ NOUN,-6.125462532043457,-6.9436235427856445,False
178,RP,False,Overcorrection,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX DET,-7.3061933517456055,-10.862288475036621,False
180,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,AUX PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX ADV,-7.044229507446289,-10.399667739868164,False
181,UV,True,Chinese conventions conflict with English,PART VERB,NOUN PART VERB PUNCT,PART VERB PUNCT,PART VERB PUNCT DET,-9.318912506103516,-10.696662902832031,False
182,RP,True,Word not capitalized,NOUN PROPN,DET NOUN PROPN AUX,NOUN PROPN AUX,NOUN PROPN AUX VERB,-7.050145626068115,-10.281270027160645,False
183,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,PROPN PUNCT DET AUX,PUNCT DET AUX,PUNCT DET AUX SCONJ,-7.989315986633301,-11.092486381530762,False
184,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,NOUN PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN VERB,-6.421430587768555,-6.842767238616943,False
185,UP,False,Overcorrection,NOUN PART,ADV NOUN PART CCONJ,NOUN PART CCONJ,NOUN PART CCONJ ADJ,-8.689624786376953,-8.578125,True
186,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,PRON PART VERB ADP,PART VERB ADP,PART VERB ADP DET,-7.878665924072266,-10.137163162231445,False
187,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,ADV PART VERB DET,PART VERB DET,PART VERB DET NOUN,-5.500118732452393,-7.224739074707031,False
188,W,True,Adjective/modifier precedes described object,ADJ NUM,DET ADJ NUM NOUN,ADJ NUM NOUN,ADJ NUM NOUN PUNCT,-5.99037504196167,-5.288201808929443,True
189,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,PROPN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX ADV,-7.044229507446289,-10.399667739868164,False
190,UP,True,Chinese possessive modifier is used in this context,NOUN PART,VERB NOUN PART NOUN,NOUN PART NOUN,NOUN PART NOUN DET,-8.594621658325195,-8.079678535461426,True
191,RP,False,Punctuation error related to Spelling errors (extra spaces),ADP NOUN,PROPN ADP NOUN ADP,ADP NOUN ADP,ADP NOUN ADP VERB,-6.480718612670898,-6.194850921630859,True
192,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,PRON PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-6.516456127166748,-5.950233459472656,True
193,U,True,Chinese does not use conjunctions to join clauses,PUNCT CCONJ,ADV PUNCT CCONJ ADP,PUNCT CCONJ ADP,PUNCT CCONJ ADP DET,-8.958894729614258,-10.211952209472656,False
194,MP,True,Chinese sentence structure differs from English,ADP NOUN,NOUN ADP NOUN ADP,ADP NOUN ADP,ADP NOUN ADP DET,-7.275054454803467,-8.545998573303223,False
195,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,NOUN PUNCT ADV PRON,PUNCT ADV PRON,PUNCT ADV PRON VERB,-6.457043170928955,-6.60579776763916,False
196,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX ADV,-7.044229507446289,-10.399667739868164,False
197,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT VERB,ADV PUNCT VERB PRON,PUNCT VERB PRON,PUNCT VERB PRON ADV,-7.3053388595581055,-9.324722290039062,False
198,AGA,False,Using 'It' incorrectly,PRON VERB,PUNCT PRON VERB ADJ,PRON VERB ADJ,PRON VERB ADJ CCONJ,-7.830083847045898,-8.916461944580078,False
200,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,ADV PUNCT PRON ADV,PUNCT PRON ADV,PUNCT PRON ADV PUNCT,-5.946081161499023,-6.738142013549805,False
201,MP,True,Chinese sentence structure differs from English,DET AUX,ADJ DET AUX ADV,DET AUX ADV,DET AUX ADV ADJ,-5.808213233947754,-12.05805778503418,False
202,DD,False,Pronoun not used in Chinese,PRON NOUN,PUNCT PRON NOUN AUX,PRON NOUN AUX,PRON NOUN AUX ADV,-7.54852294921875,-10.498920440673828,False
203,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,ADJ PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN AUX,-7.023778915405273,-10.096596717834473,False
204,RP,True,Word not capitalized,PROPN PROPN,SCONJ PROPN PROPN ADP,PROPN PROPN ADP,PROPN PROPN ADP PROPN,-4.381933212280273,-5.301915168762207,False
205,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,ADV PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-6.516456127166748,-5.950233459472656,True
206,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,NOUN PUNCT DET AUX,PUNCT DET AUX,PUNCT DET AUX ADV,-7.022045135498047,-10.600606918334961,False
207,FJ,True,Chinese would use word in this context,ADV ADJ,AUX ADV ADJ PUNCT,ADV ADJ PUNCT,ADV ADJ PUNCT SCONJ,-8.623523712158203,-9.95941162109375,False
208,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,ADP PART VERB PUNCT,PART VERB PUNCT,PART VERB PUNCT VERB,-9.0077543258667,-8.490317344665527,True
209,RQ,True,Phrases map to the same Chinese phrase,DET DET,PRON DET DET NOUN,DET DET NOUN,DET DET NOUN PUNCT,-3.8799362182617188,-4.6639323234558105,False
210,TV,True,Missing auxiliary with tense errors,VERB VERB,NOUN VERB VERB ADP,VERB VERB ADP,VERB VERB ADP DET,-8.180182456970215,-8.995969772338867,False
211,TV,False,-,AUX VERB,NOUN AUX VERB PROPN,AUX VERB PROPN,AUX VERB PROPN PROPN,-7.808638572692871,-10.833149909973145,False
212,TV,False,This person is overusing auxiliaries/modal verbs,AUX AUX,PRON AUX AUX VERB,AUX AUX VERB,AUX AUX VERB ADP,-8.532184600830078,-13.190258026123047,False
213,TV,True,Missing auxiliary with tense errors,AUX VERB,PRON AUX VERB ADP,AUX VERB ADP,AUX VERB ADP DET,-8.967618942260742,-12.768238067626953,False
215,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-6.516456127166748,-5.950233459472656,True
216,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-6.516456127166748,-5.950233459472656,True
218,UD,False,Overcorrection,DET ADJ,DET ADJ NOUN,DET ADJ NOUN,DET ADJ NOUN AUX,-5.9355268478393555,-10.164467811584473,False
221,FV,True,Progressive aspect not applied,VERB PRON,PUNCT VERB PRON ADV,VERB PRON ADV,VERB PRON ADV ADP,-8.559642791748047,-8.112001419067383,True
222,RP,False,Overcorrection,PUNCT VERB,NOUN PUNCT VERB PRON,PUNCT VERB PRON,PUNCT VERB PRON ADV,-7.3053388595581055,-9.324722290039062,False
223,RP,False,Overcorrection,DET ADV,PRON DET ADV ADP,DET ADV ADP,DET ADV ADP PRON,-7.999919891357422,-8.748737335205078,False
225,RP,False,Overcorrection,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB PART,-6.491823196411133,-6.791542053222656,False
226,RP,False,Overcorrection,DET ADV,VERB DET ADV PART,DET ADV PART,DET ADV PART VERB,-8.04182243347168,-8.366982460021973,False
227,W,True,Sentence could be valid in Chinese,ADV AUX,PRON ADV AUX PART,ADV AUX PART,ADV AUX PART VERB,-7.5004119873046875,-10.590108871459961,False
228,DN,True,English words map to the same Chinese word,NOUN NOUN,DET NOUN NOUN PUNCT,NOUN NOUN PUNCT,NOUN NOUN PUNCT PRON,-8.428445816040039,-6.4231462478637695,True
229,FN,True,Missing plural,NOUN CCONJ,DET NOUN CCONJ NOUN,NOUN CCONJ NOUN,NOUN CCONJ NOUN PUNCT,-4.1081862449646,-3.857224702835083,True
230,FN,True,Missing plural,NOUN PUNCT,CCONJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
231,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV PUNCT,ADJ ADV PUNCT ADV,ADV PUNCT ADV,ADV PUNCT ADV PUNCT,-4.599518775939941,-5.451029300689697,False
232,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT VERB,ADP PUNCT VERB PRON,PUNCT VERB PRON,PUNCT VERB PRON AUX,-8.116334915161133,-10.228901863098145,False
236,W,False,Order is incorrect in Chinese and English,AUX ADV,PART AUX ADV ADJ,AUX ADV ADJ,AUX ADV ADJ PUNCT,-5.237789630889893,-11.501938819885254,False
237,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,PROPN PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN AUX,-7.023778915405273,-10.096596717834473,False
238,RP,False,Unexplainable punctuation used,PUNCT SCONJ,ADJ PUNCT SCONJ PUNCT,PUNCT SCONJ PUNCT,PUNCT SCONJ PUNCT,-6.688113689422607,-6.903441429138184,False
239,TV,True,Chinese generally expresses actions in present tense,VERB ADV,PRON VERB ADV PRON,VERB ADV PRON,VERB ADV PRON VERB,-7.643475532531738,-6.821101188659668,True
240,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,VERB PUNCT PRON DET,PUNCT PRON DET,PUNCT PRON DET VERB,-7.860498428344727,-8.272693634033203,False
241,TV,True,Chinese generally expresses actions in present tense,VERB ADV,PRON VERB ADV PRON,VERB ADV PRON,VERB ADV PRON VERB,-7.643475532531738,-6.821101188659668,True
242,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,DET NOUN NOUN CCONJ,NOUN NOUN CCONJ,NOUN NOUN CCONJ NOUN,-5.869692802429199,-5.026263236999512,True
243,RP,False,Punctuation error related to Spelling errors (extra spaces),DET NOUN,PRON DET NOUN DET,DET NOUN DET,DET NOUN DET ADP,-7.796950817108154,-9.258045196533203,False
244,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,PRON PART VERB ADV,PART VERB ADV,PART VERB ADV DET,-8.795146942138672,-9.710533142089844,False
245,RP,False,Punctuation error related to Spelling errors (extra spaces),DET NOUN,SCONJ DET NOUN VERB,DET NOUN VERB,DET NOUN VERB ADJ,-5.31524658203125,-8.576692581176758,False
246,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,ADJ PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN ADV,-6.917514801025391,-7.533679962158203,False
248,FN,True,Missing plural,NOUN VERB,PUNCT NOUN VERB ADV,NOUN VERB ADV,NOUN VERB ADV VERB,-6.376708984375,-5.199649810791016,True
249,DA,False,Misunderstanding of word usage/meaning,DET NOUN,VERB DET NOUN ADP,DET NOUN ADP,DET NOUN ADP ADJ,-7.786254405975342,-8.547958374023438,False
250,FV,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB ADP,CCONJ VERB ADP DET,VERB ADP DET,VERB ADP DET NOUN,-4.794985771179199,-6.44589900970459,False
251,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADP,NOUN PUNCT ADP DET,PUNCT ADP DET,PUNCT ADP DET PROPN,-7.214693546295166,-7.9084062576293945,False
252,DN,False,Equivalent word exists but is not used,PROPN NUM,ADP PROPN NUM ADV,PROPN NUM ADV,PROPN NUM ADV ADJ,-8.565800666809082,-9.657781600952148,False
253,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,VERB PUNCT ADV ADJ,PUNCT ADV ADJ,PUNCT ADV ADJ NOUN,-6.950404167175293,-7.572045803070068,False
254,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN NOUN,PROPN NOUN NOUN,PROPN NOUN NOUN,PROPN NOUN NOUN PUNCT,-4.15354061126709,-3.400298833847046,True
255,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,ADV PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX AUX,-8.077966690063477,-11.240300178527832,False
256,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADJ,NOUN PUNCT ADJ ADP,PUNCT ADJ ADP,PUNCT ADJ ADP PRON,-7.698059558868408,-8.928173065185547,False
257,DA,False,Misunderstanding of word usage/meaning,PRON NOUN,ADP PRON NOUN CCONJ,PRON NOUN CCONJ,PRON NOUN CCONJ DET,-9.929584503173828,-9.291866302490234,True
258,IN,False,Incorrect plural inflection,NOUN PUNCT,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
259,FN,False,Number disagreement,PROPN NOUN,DET PROPN NOUN PUNCT,PROPN NOUN PUNCT,PROPN NOUN PUNCT,-3.6745376586914062,-3.2047278881073,True
260,DJ,False,Spelling error,NOUN ADJ,ADV NOUN ADJ PUNCT,NOUN ADJ PUNCT,NOUN ADJ PUNCT VERB,-9.13393497467041,-8.52889633178711,True
261,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,CCONJ NOUN NOUN PUNCT,NOUN NOUN PUNCT,NOUN NOUN PUNCT ADV,-7.163548469543457,-8.682249069213867,False
262,MD,True,Chinese has no articles and doesn't use classifiers in this situation,VERB NOUN,PUNCT VERB NOUN AUX,VERB NOUN AUX,VERB NOUN AUX ADV,-7.147161960601807,-10.608302116394043,False
265,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,ADP PUNCT DET AUX,PUNCT DET AUX,PUNCT DET AUX ADV,-7.022045135498047,-10.600606918334961,False
266,RP,False,Overcorrection,PUNCT SCONJ,PUNCT PUNCT SCONJ ADV,PUNCT SCONJ ADV,PUNCT SCONJ ADV ADV,-8.493727684020996,-7.829714775085449,True
267,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,ADJ PUNCT DET AUX,PUNCT DET AUX,PUNCT DET AUX ADV,-7.022045135498047,-10.600606918334961,False
268,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX DET,-7.3061933517456055,-10.862288475036621,False
269,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT VERB,NOUN PUNCT VERB DET,PUNCT VERB DET,PUNCT VERB DET NOUN,-5.95875883102417,-7.074442386627197,False
270,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,VERB PART VERB SCONJ,PART VERB SCONJ,PART VERB SCONJ PRON,-8.75454330444336,-9.518930435180664,False
271,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX PART,-7.836753845214844,-10.305018424987793,False
272,TV,False,Overusing auxiliary,AUX VERB,PRON AUX VERB DET,AUX VERB DET,AUX VERB DET NOUN,-7.263096809387207,-10.659623146057129,False
273,RP,False,Overcorrection,PUNCT SCONJ,PROPN PUNCT SCONJ DET,PUNCT SCONJ DET,PUNCT SCONJ DET NOUN,-7.184684753417969,-7.522456645965576,False
274,FV,False,Incorrectly using past tense,VERB ADP,ADP VERB ADP DET,VERB ADP DET,VERB ADP DET ADJ,-6.4332451820373535,-9.212268829345703,False
275,RP,False,Overcorrection,PUNCT DET,VERB PUNCT DET ADP,PUNCT DET ADP,PUNCT DET ADP PRON,-7.4788618087768555,-9.076859474182129,False
276,TV,False,Using past participle instead of past tense,AUX VERB,PRON AUX VERB DET,AUX VERB DET,AUX VERB DET NOUN,-7.263096809387207,-10.659623146057129,False
280,U,False,Wordiness,ADP DET,ADJ ADP DET NOUN,ADP DET NOUN,ADP DET NOUN VERB,-6.501077651977539,-5.75901985168457,True
281,L,True,Phrases map to the same Chinese phrase,NOUN PUNCT,ADP NOUN PUNCT SCONJ,NOUN PUNCT SCONJ,NOUN PUNCT SCONJ PRON,-8.484729766845703,-8.795784950256348,False
282,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN PUNCT,ADP PROPN PUNCT PRON,PROPN PUNCT PRON,PROPN PUNCT PRON VERB,-5.882931709289551,-5.881916046142578,True
283,TV,True,Modal used for polite speech,VERB VERB,PRON VERB VERB PRON,VERB VERB PRON,VERB VERB PRON VERB,-7.972999095916748,-6.051213264465332,True
284,MT,True,Chinese doesn't use the word in this context,DET NOUN,PUNCT DET NOUN AUX,DET NOUN AUX,DET NOUN AUX ADV,-6.444890022277832,-10.554489135742188,False
285,RP,False,Overcorrection,PUNCT ADV,NOUN PUNCT ADV PRON,PUNCT ADV PRON,PUNCT ADV PRON VERB,-6.457043170928955,-6.60579776763916,False
286,RP,False,Overcorrection,PUNCT SCONJ,ADJ PUNCT SCONJ ADP,PUNCT SCONJ ADP,PUNCT SCONJ ADP DET,-8.509309768676758,-9.749406814575195,False
288,RP,False,Overcorrection,PUNCT ADV,VERB PUNCT ADV VERB,PUNCT ADV VERB,PUNCT ADV VERB ADP,-7.351090431213379,-9.308744430541992,False
289,U,False,Wordiness,DET NOUN,VERB DET NOUN CCONJ,DET NOUN CCONJ,DET NOUN CCONJ VERB,-7.630236625671387,-6.965358734130859,True
290,U,False,Wordiness,ADP NOUN,NOUN ADP NOUN PUNCT,ADP NOUN PUNCT,ADP NOUN PUNCT ADV,-6.509832382202148,-7.676009654998779,False
291,TV,False,Using past participle instead of past tense,AUX AUX,PRON AUX AUX ADP,AUX AUX ADP,AUX AUX ADP DET,-10.16431999206543,-13.332201957702637,False
293,RP,False,Overcorrection,PUNCT SCONJ,NOUN PUNCT SCONJ DET,PUNCT SCONJ DET,PUNCT SCONJ DET NOUN,-7.184684753417969,-7.522456645965576,False
294,RP,False,Overcorrection,PUNCT SCONJ,NOUN PUNCT SCONJ DET,PUNCT SCONJ DET,PUNCT SCONJ DET NOUN,-7.184684753417969,-7.522456645965576,False
295,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ CCONJ,PRON ADJ CCONJ ADV,ADJ CCONJ ADV,ADJ CCONJ ADV ADJ,-7.744396209716797,-10.328912734985352,False
296,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN PUNCT,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
297,U,True,Chinese sentence structure differs from English,PUNCT PRON,PROPN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX VERB,-7.001579284667969,-10.1416597366333,False
298,MP,False,Missing apostrophy,NOUN NOUN,DET NOUN NOUN VERB,NOUN NOUN VERB,NOUN NOUN VERB PRON,-7.113749980926514,-6.060998916625977,True
299,RP,False,Overcorrection,PUNCT SCONJ,ADJ PUNCT SCONJ PRON,PUNCT SCONJ PRON,PUNCT SCONJ PRON VERB,-7.091353416442871,-6.796130657196045,True
300,TV,True,Missing auxiliary with tense errors,ADV VERB,PRON ADV VERB DET,ADV VERB DET,ADV VERB DET NOUN,-5.909172058105469,-5.890528678894043,True
302,FN,True,Missing plural,NOUN CCONJ,DET NOUN CCONJ NOUN,NOUN CCONJ NOUN,NOUN CCONJ NOUN PUNCT,-4.1081862449646,-3.857224702835083,True
303,TV,True,Chinese generally expresses actions in present tense,VERB PUNCT,ADV VERB PUNCT PROPN,VERB PUNCT PROPN,VERB PUNCT PROPN AUX,-8.094618797302246,-10.08069133758545,False
304,TV,True,Chinese generally expresses actions in present tense,NOUN ADP,CCONJ NOUN ADP DET,NOUN ADP DET,NOUN ADP DET NOUN,-4.875012397766113,-6.775639057159424,False
305,MP,True,Chinese doesn't use hyphens in words,ADJ NOUN,DET ADJ NOUN NOUN,ADJ NOUN NOUN,ADJ NOUN NOUN PUNCT,-3.849146604537964,-3.9102768898010254,False
306,AGV,True,Not applying the 3rd person present tense suffix -s,VERB ADJ,ADV VERB ADJ PUNCT,VERB ADJ PUNCT,VERB ADJ PUNCT DET,-8.827975273132324,-9.859223365783691,False
307,TV,True,Chinese generally expresses actions in present tense,ADV VERB,PRON ADV VERB ADJ,ADV VERB ADJ,ADV VERB ADJ PUNCT,-5.379909515380859,-6.078292369842529,False
308,TV,False,Incorrect auxiliary used,AUX AUX,PRON AUX AUX ADP,AUX AUX ADP,AUX AUX ADP NUM,-9.31436538696289,-12.312390327453613,False
309,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,PROPN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX ADV,-7.044229507446289,-10.399667739868164,False
310,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT VERB,ADJ PUNCT VERB PRON,PUNCT VERB PRON,PUNCT VERB PRON VERB,-6.426894664764404,-6.5333404541015625,False
311,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT NOUN,ADJ PUNCT NOUN VERB,PUNCT NOUN VERB,PUNCT NOUN VERB PRON,-7.402071952819824,-6.716518402099609,True
312,W,False,Order is incorrect in Chinese and English,AUX ADV,VERB AUX ADV SCONJ,AUX ADV SCONJ,AUX ADV SCONJ DET,-9.747212409973145,-12.648368835449219,False
313,RP,False,Overcorrection,PUNCT ADP,DET PUNCT ADP NOUN,PUNCT ADP NOUN,PUNCT ADP NOUN PUNCT,-4.877010822296143,-4.906224250793457,False
314,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX PART,-7.836753845214844,-10.305018424987793,False
