,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
166,W,True,Adjective/modifier precedes described object,ADJ ADJ,ADJ ADJ ADJ NOUN,ADJ ADJ NOUN,ADJ ADJ NOUN PUNCT,-4.440426349639893,-5.218231201171875,False
167,W,False,Order is incorrect in Chinese and English,AUX ADV,VERB AUX ADV ADJ,AUX ADV ADJ,AUX ADV ADJ PART,-6.087220191955566,-11.054635047912598,False
168,DJ,True,Chinese doesn't use hyphens in words,NUM NOUN,DET NUM NOUN NOUN,NUM NOUN NOUN,NUM NOUN NOUN PUNCT,-4.678229808807373,-4.945687294006348,False
169,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,VERB PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-5.68824577331543,-5.788882255554199,False
170,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,AUX PUNCT ADV PUNCT,PUNCT ADV PUNCT,PUNCT ADV PUNCT PRON,-4.841076850891113,-3.7614152431488037,True
171,RP,True,Word not capitalized,VERB PRON,VERB VERB PRON PUNCT,VERB PRON PUNCT,VERB PRON PUNCT CCONJ,-3.7528810501098633,-3.5545694828033447,True
172,TV,True,Chinese would use word in the given context,VERB VERB,PRON VERB VERB SCONJ,VERB VERB SCONJ,VERB VERB SCONJ VERB,-7.590399742126465,-7.9588623046875,False
173,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,PRON PART VERB DET,PART VERB DET,PART VERB DET NOUN,-6.364589691162109,-8.073877334594727,False
174,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON ADV,PUNCT PRON ADV,PUNCT PRON ADV VERB,-7.02436637878418,-7.043272018432617,False
175,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON ADV,PUNCT PRON ADV,PUNCT PRON ADV VERB,-7.02436637878418,-7.043272018432617,False
176,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,PRON PART VERB ADJ,PART VERB ADJ,PART VERB ADJ NOUN,-6.407170295715332,-8.48128890991211,False
178,RP,False,Overcorrection,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX DET,-6.584131240844727,-8.993627548217773,False
180,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,AUX PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX ADV,-6.584131240844727,-8.993627548217773,False
181,UV,True,Chinese conventions conflict with English,PART VERB,NOUN PART VERB PUNCT,PART VERB PUNCT,PART VERB PUNCT DET,-5.418445587158203,-6.030024528503418,False
182,RP,True,Word not capitalized,NOUN PROPN,DET NOUN PROPN AUX,NOUN PROPN AUX,NOUN PROPN AUX VERB,-7.161816596984863,-9.133237838745117,False
183,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,PROPN PUNCT DET AUX,PUNCT DET AUX,PUNCT DET AUX SCONJ,-6.247740745544434,-9.194565773010254,False
184,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,NOUN PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN VERB,-5.688526153564453,-5.948286056518555,False
185,UP,False,Overcorrection,NOUN PART,ADV NOUN PART CCONJ,NOUN PART CCONJ,NOUN PART CCONJ ADJ,-7.748796463012695,-6.09025764465332,True
186,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,PRON PART VERB ADP,PART VERB ADP,PART VERB ADP DET,-6.187060832977295,-8.367204666137695,False
187,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,ADV PART VERB DET,PART VERB DET,PART VERB DET NOUN,-6.364589691162109,-8.073877334594727,False
188,W,True,Adjective/modifier precedes described object,ADJ NUM,DET ADJ NUM NOUN,ADJ NUM NOUN,ADJ NUM NOUN PUNCT,-6.208268165588379,-5.983869552612305,True
189,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,PROPN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX ADV,-6.584131240844727,-8.993627548217773,False
190,UP,True,Chinese possessive modifier is used in this context,NOUN PART,VERB NOUN PART NOUN,NOUN PART NOUN,NOUN PART NOUN DET,-4.4798583984375,-3.7309255599975586,True
191,RP,False,Punctuation error related to Spelling errors (extra spaces),ADP NOUN,PROPN ADP NOUN ADP,ADP NOUN ADP,ADP NOUN ADP VERB,-6.099311828613281,-6.735996246337891,False
192,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,PRON PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-5.68824577331543,-5.788882255554199,False
193,U,True,Chinese does not use conjunctions to join clauses,PUNCT CCONJ,ADV PUNCT CCONJ ADP,PUNCT CCONJ ADP,PUNCT CCONJ ADP DET,-7.162838935852051,-8.163054466247559,False
194,MP,True,Chinese sentence structure differs from English,ADP NOUN,NOUN ADP NOUN ADP,ADP NOUN ADP,ADP NOUN ADP DET,-6.099311828613281,-6.735996246337891,False
195,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,NOUN PUNCT ADV PRON,PUNCT ADV PRON,PUNCT ADV PRON VERB,-6.6208367347717285,-6.183224678039551,True
196,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX ADV,-6.584131240844727,-8.993627548217773,False
197,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT VERB,ADV PUNCT VERB PRON,PUNCT VERB PRON,PUNCT VERB PRON ADV,-5.987774848937988,-5.951982498168945,True
198,AGA,False,Using 'It' incorrectly,PRON VERB,PUNCT PRON VERB ADJ,PRON VERB ADJ,PRON VERB ADJ CCONJ,-5.124481678009033,-7.6417131423950195,False
200,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,ADV PUNCT PRON ADV,PUNCT PRON ADV,PUNCT PRON ADV PUNCT,-7.02436637878418,-7.043272018432617,False
201,MP,True,Chinese sentence structure differs from English,DET AUX,ADJ DET AUX ADV,DET AUX ADV,DET AUX ADV ADJ,-5.954526424407959,-9.65052318572998,False
202,DD,False,Pronoun not used in Chinese,PRON NOUN,PUNCT PRON NOUN AUX,PRON NOUN AUX,PRON NOUN AUX ADV,-6.813077449798584,-9.092879295349121,False
203,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,ADJ PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN AUX,-5.688526153564453,-5.948286056518555,False
204,RP,True,Word not capitalized,PROPN PROPN,SCONJ PROPN PROPN ADP,PROPN PROPN ADP,PROPN PROPN ADP PROPN,-5.994661808013916,-6.726096153259277,False
205,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,ADV PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-5.68824577331543,-5.788882255554199,False
206,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,NOUN PUNCT DET AUX,PUNCT DET AUX,PUNCT DET AUX ADV,-6.247740745544434,-9.194565773010254,False
207,FJ,True,Chinese would use word in this context,ADV ADJ,AUX ADV ADJ PUNCT,ADV ADJ PUNCT,ADV ADJ PUNCT SCONJ,-3.749800443649292,-7.03082275390625,False
208,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,ADP PART VERB PUNCT,PART VERB PUNCT,PART VERB PUNCT VERB,-5.418445587158203,-6.030024528503418,False
209,RQ,True,Phrases map to the same Chinese phrase,DET DET,PRON DET DET NOUN,DET DET NOUN,DET DET NOUN PUNCT,-5.319903373718262,-5.892487049102783,False
210,TV,True,Missing auxiliary with tense errors,VERB VERB,NOUN VERB VERB ADP,VERB VERB ADP,VERB VERB ADP DET,-6.624293804168701,-7.47643518447876,False
211,TV,False,-,AUX VERB,NOUN AUX VERB PROPN,AUX VERB PROPN,AUX VERB PROPN PROPN,-7.158994674682617,-9.647769927978516,False
212,TV,False,This person is overusing auxiliaries/modal verbs,AUX AUX,PRON AUX AUX VERB,AUX AUX VERB,AUX AUX VERB ADP,-6.83863639831543,-10.635765075683594,False
213,TV,True,Missing auxiliary with tense errors,AUX VERB,PRON AUX VERB ADP,AUX VERB ADP,AUX VERB ADP DET,-5.9264702796936035,-10.943586349487305,False
215,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-5.68824577331543,-5.788882255554199,False
216,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB VERB,-5.68824577331543,-5.788882255554199,False
218,UD,False,Overcorrection,DET ADJ,DET ADJ NOUN,DET ADJ NOUN,DET ADJ NOUN AUX,-3.9540467262268066,-5.575438976287842,False
221,FV,True,Progressive aspect not applied,VERB PRON,PUNCT VERB PRON ADV,VERB PRON ADV,VERB PRON ADV ADP,-5.381688594818115,-7.132501602172852,False
222,RP,False,Overcorrection,PUNCT VERB,NOUN PUNCT VERB PRON,PUNCT VERB PRON,PUNCT VERB PRON ADV,-5.987774848937988,-5.951982498168945,True
223,RP,False,Overcorrection,DET ADV,PRON DET ADV ADP,DET ADV ADP,DET ADV ADP PRON,-7.492497444152832,-7.885855674743652,False
225,RP,False,Overcorrection,PUNCT PRON,NOUN PUNCT PRON VERB,PUNCT PRON VERB,PUNCT PRON VERB PART,-5.68824577331543,-5.788882255554199,False
226,RP,False,Overcorrection,DET ADV,VERB DET ADV PART,DET ADV PART,DET ADV PART VERB,-8.166047096252441,-7.7242584228515625,True
227,W,True,Sentence could be valid in Chinese,ADV AUX,PRON ADV AUX PART,ADV AUX PART,ADV AUX PART VERB,-7.0858378410339355,-9.521550178527832,False
228,DN,True,English words map to the same Chinese word,NOUN NOUN,DET NOUN NOUN PUNCT,NOUN NOUN PUNCT,NOUN NOUN PUNCT PRON,-3.781497001647949,-2.7727162837982178,True
229,FN,True,Missing plural,NOUN CCONJ,DET NOUN CCONJ NOUN,NOUN CCONJ NOUN,NOUN CCONJ NOUN PUNCT,-4.0480265617370605,-4.244129180908203,False
230,FN,True,Missing plural,NOUN PUNCT,CCONJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
231,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV PUNCT,ADJ ADV PUNCT ADV,ADV PUNCT ADV,ADV PUNCT ADV PUNCT,-6.688163757324219,-6.5891618728637695,True
232,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT VERB,ADP PUNCT VERB PRON,PUNCT VERB PRON,PUNCT VERB PRON AUX,-5.987774848937988,-5.951982498168945,True
236,W,False,Order is incorrect in Chinese and English,AUX ADV,PART AUX ADV ADJ,AUX ADV ADJ,AUX ADV ADJ PUNCT,-6.087220191955566,-11.054635047912598,False
237,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,PROPN PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN AUX,-5.688526153564453,-5.948286056518555,False
238,RP,False,Unexplainable punctuation used,PUNCT SCONJ,ADJ PUNCT SCONJ PUNCT,PUNCT SCONJ PUNCT,PUNCT SCONJ PUNCT,-6.688113689422607,-6.903441429138184,False
239,TV,True,Chinese generally expresses actions in present tense,VERB ADV,PRON VERB ADV PRON,VERB ADV PRON,VERB ADV PRON VERB,-7.313970565795898,-6.691364288330078,True
240,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,VERB PUNCT PRON DET,PUNCT PRON DET,PUNCT PRON DET VERB,-6.970780372619629,-8.015645027160645,False
241,TV,True,Chinese generally expresses actions in present tense,VERB ADV,PRON VERB ADV PRON,VERB ADV PRON,VERB ADV PRON VERB,-7.313970565795898,-6.691364288330078,True
242,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,DET NOUN NOUN CCONJ,NOUN NOUN CCONJ,NOUN NOUN CCONJ NOUN,-6.6667633056640625,-7.645952224731445,False
243,RP,False,Punctuation error related to Spelling errors (extra spaces),DET NOUN,PRON DET NOUN DET,DET NOUN DET,DET NOUN DET ADP,-6.882407188415527,-7.432110786437988,False
244,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,PRON PART VERB ADV,PART VERB ADV,PART VERB ADV DET,-5.709076404571533,-7.005703926086426,False
245,RP,False,Punctuation error related to Spelling errors (extra spaces),DET NOUN,SCONJ DET NOUN VERB,DET NOUN VERB,DET NOUN VERB ADJ,-4.161647796630859,-5.49949836730957,False
246,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,ADJ PUNCT DET NOUN,PUNCT DET NOUN,PUNCT DET NOUN ADV,-5.688526153564453,-5.948286056518555,False
248,FN,True,Missing plural,NOUN VERB,PUNCT NOUN VERB ADV,NOUN VERB ADV,NOUN VERB ADV VERB,-5.225372314453125,-5.2636613845825195,False
249,DA,False,Misunderstanding of word usage/meaning,DET NOUN,VERB DET NOUN ADP,DET NOUN ADP,DET NOUN ADP ADJ,-5.797200679779053,-6.639105319976807,False
250,FV,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB ADP,CCONJ VERB ADP DET,VERB ADP DET,VERB ADP DET NOUN,-5.851269721984863,-7.798564910888672,False
251,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADP,NOUN PUNCT ADP DET,PUNCT ADP DET,PUNCT ADP DET PROPN,-6.949182987213135,-7.763592720031738,False
252,DN,False,Equivalent word exists but is not used,PROPN NUM,ADP PROPN NUM ADV,PROPN NUM ADV,PROPN NUM ADV ADJ,-7.504010200500488,-7.526888370513916,False
253,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADV,VERB PUNCT ADV ADJ,PUNCT ADV ADJ,PUNCT ADV ADJ NOUN,-6.22799015045166,-8.252242088317871,False
254,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN NOUN,PROPN NOUN NOUN,PROPN NOUN NOUN,PROPN NOUN NOUN PUNCT,-5.124250411987305,-3.83941650390625,True
255,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,ADV PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX AUX,-6.584131240844727,-8.993627548217773,False
256,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT ADJ,NOUN PUNCT ADJ ADP,PUNCT ADJ ADP,PUNCT ADJ ADP PRON,-7.463981628417969,-7.786432266235352,False
257,DA,False,Misunderstanding of word usage/meaning,PRON NOUN,ADP PRON NOUN CCONJ,PRON NOUN CCONJ,PRON NOUN CCONJ DET,-7.740372657775879,-7.813852310180664,False
258,IN,False,Incorrect plural inflection,NOUN PUNCT,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
259,FN,False,Number disagreement,PROPN NOUN,DET PROPN NOUN PUNCT,PROPN NOUN PUNCT,PROPN NOUN PUNCT,-3.6745376586914062,-3.2047278881073,True
260,DJ,False,Spelling error,NOUN ADJ,ADV NOUN ADJ PUNCT,NOUN ADJ PUNCT,NOUN ADJ PUNCT VERB,-4.598243713378906,-7.278192520141602,False
261,RP,False,Punctuation error related to Spelling errors (extra spaces),NOUN NOUN,CCONJ NOUN NOUN PUNCT,NOUN NOUN PUNCT,NOUN NOUN PUNCT ADV,-3.781497001647949,-2.7727162837982178,True
262,MD,True,Chinese has no articles and doesn't use classifiers in this situation,VERB NOUN,PUNCT VERB NOUN AUX,VERB NOUN AUX,VERB NOUN AUX ADV,-6.728117942810059,-9.202261924743652,False
265,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,ADP PUNCT DET AUX,PUNCT DET AUX,PUNCT DET AUX ADV,-6.247740745544434,-9.194565773010254,False
266,RP,False,Overcorrection,PUNCT SCONJ,PUNCT PUNCT SCONJ ADV,PUNCT SCONJ ADV,PUNCT SCONJ ADV ADV,-7.642093181610107,-7.269144058227539,True
267,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT DET,ADJ PUNCT DET AUX,PUNCT DET AUX,PUNCT DET AUX ADV,-6.247740745544434,-9.194565773010254,False
268,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX DET,-6.584131240844727,-8.993627548217773,False
269,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT VERB,NOUN PUNCT VERB DET,PUNCT VERB DET,PUNCT VERB DET NOUN,-6.219374179840088,-7.8537092208862305,False
270,FV,False,"Using the infinitive form of the verb with ""to"" instead of using present tense or present progressive",PART VERB,VERB PART VERB SCONJ,PART VERB SCONJ,PART VERB SCONJ PRON,-7.350968360900879,-8.790775299072266,False
271,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX PART,-6.584131240844727,-8.993627548217773,False
272,TV,False,Overusing auxiliary,AUX VERB,PRON AUX VERB DET,AUX VERB DET,AUX VERB DET NOUN,-6.915292739868164,-11.157712936401367,False
273,RP,False,Overcorrection,PUNCT SCONJ,PROPN PUNCT SCONJ DET,PUNCT SCONJ DET,PUNCT SCONJ DET NOUN,-7.046032905578613,-8.026008605957031,False
274,FV,False,Incorrectly using past tense,VERB ADP,ADP VERB ADP DET,VERB ADP DET,VERB ADP DET ADJ,-5.851269721984863,-7.798564910888672,False
275,RP,False,Overcorrection,PUNCT DET,VERB PUNCT DET ADP,PUNCT DET ADP,PUNCT DET ADP PRON,-7.310088157653809,-8.174930572509766,False
276,TV,False,Using past participle instead of past tense,AUX VERB,PRON AUX VERB DET,AUX VERB DET,AUX VERB DET NOUN,-6.915292739868164,-11.157712936401367,False
280,U,False,Wordiness,ADP DET,ADJ ADP DET NOUN,ADP DET NOUN,ADP DET NOUN VERB,-4.498852252960205,-5.256208419799805,False
281,L,True,Phrases map to the same Chinese phrase,NOUN PUNCT,ADP NOUN PUNCT SCONJ,NOUN PUNCT SCONJ,NOUN PUNCT SCONJ PRON,-7.142324447631836,-8.117795944213867,False
282,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN PUNCT,ADP PROPN PUNCT PRON,PROPN PUNCT PRON,PROPN PUNCT PRON VERB,-6.783665180206299,-6.603381156921387,True
283,TV,True,Modal used for polite speech,VERB VERB,PRON VERB VERB PRON,VERB VERB PRON,VERB VERB PRON VERB,-6.5983428955078125,-5.53936767578125,True
284,MT,True,Chinese doesn't use the word in this context,DET NOUN,PUNCT DET NOUN AUX,DET NOUN AUX,DET NOUN AUX ADV,-5.36509895324707,-9.14844799041748,False
285,RP,False,Overcorrection,PUNCT ADV,NOUN PUNCT ADV PRON,PUNCT ADV PRON,PUNCT ADV PRON VERB,-6.6208367347717285,-6.183224678039551,True
286,RP,False,Overcorrection,PUNCT SCONJ,ADJ PUNCT SCONJ ADP,PUNCT SCONJ ADP,PUNCT SCONJ ADP DET,-7.5243730545043945,-7.948586463928223,False
288,RP,False,Overcorrection,PUNCT ADV,VERB PUNCT ADV VERB,PUNCT ADV VERB,PUNCT ADV VERB ADP,-6.230034828186035,-5.62807035446167,True
289,U,False,Wordiness,DET NOUN,VERB DET NOUN CCONJ,DET NOUN CCONJ,DET NOUN CCONJ VERB,-6.334964275360107,-7.611853122711182,False
290,U,False,Wordiness,ADP NOUN,NOUN ADP NOUN PUNCT,ADP NOUN PUNCT,ADP NOUN PUNCT ADV,-3.7444424629211426,-3.126373767852783,True
291,TV,False,Using past participle instead of past tense,AUX AUX,PRON AUX AUX ADP,AUX AUX ADP,AUX AUX ADP DET,-8.196023941040039,-11.115428924560547,False
293,RP,False,Overcorrection,PUNCT SCONJ,NOUN PUNCT SCONJ DET,PUNCT SCONJ DET,PUNCT SCONJ DET NOUN,-7.046032905578613,-8.026008605957031,False
294,RP,False,Overcorrection,PUNCT SCONJ,NOUN PUNCT SCONJ DET,PUNCT SCONJ DET,PUNCT SCONJ DET NOUN,-7.046032905578613,-8.026008605957031,False
295,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ CCONJ,PRON ADJ CCONJ ADV,ADJ CCONJ ADV,ADJ CCONJ ADV ADJ,-7.095684051513672,-8.683432579040527,False
296,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN PUNCT,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
297,U,True,Chinese sentence structure differs from English,PUNCT PRON,PROPN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX VERB,-6.584131240844727,-8.993627548217773,False
298,MP,False,Missing apostrophy,NOUN NOUN,DET NOUN NOUN VERB,NOUN NOUN VERB,NOUN NOUN VERB PRON,-5.239044666290283,-3.6633570194244385,True
299,RP,False,Overcorrection,PUNCT SCONJ,ADJ PUNCT SCONJ PRON,PUNCT SCONJ PRON,PUNCT SCONJ PRON VERB,-7.048191070556641,-6.967442512512207,True
300,TV,True,Missing auxiliary with tense errors,ADV VERB,PRON ADV VERB DET,ADV VERB DET,ADV VERB DET NOUN,-6.075562477111816,-7.546862602233887,False
302,FN,True,Missing plural,NOUN CCONJ,DET NOUN CCONJ NOUN,NOUN CCONJ NOUN,NOUN CCONJ NOUN PUNCT,-4.0480265617370605,-4.244129180908203,False
303,TV,True,Chinese generally expresses actions in present tense,VERB PUNCT,ADV VERB PUNCT PROPN,VERB PUNCT PROPN,VERB PUNCT PROPN AUX,-6.22174072265625,-4.6824235916137695,True
304,TV,True,Chinese generally expresses actions in present tense,NOUN ADP,CCONJ NOUN ADP DET,NOUN ADP DET,NOUN ADP DET NOUN,-6.011322975158691,-7.693400859832764,False
305,MP,True,Chinese doesn't use hyphens in words,ADJ NOUN,DET ADJ NOUN NOUN,ADJ NOUN NOUN,ADJ NOUN NOUN PUNCT,-4.427311420440674,-4.297308444976807,True
306,AGV,True,Not applying the 3rd person present tense suffix -s,VERB ADJ,ADV VERB ADJ PUNCT,VERB ADJ PUNCT,VERB ADJ PUNCT DET,-4.322020053863525,-6.373166561126709,False
307,TV,True,Chinese generally expresses actions in present tense,ADV VERB,PRON ADV VERB ADJ,ADV VERB ADJ,ADV VERB ADJ PUNCT,-6.6102986335754395,-7.726028919219971,False
308,TV,False,Incorrect auxiliary used,AUX AUX,PRON AUX AUX ADP,AUX AUX ADP,AUX AUX ADP NUM,-8.196023941040039,-11.115428924560547,False
309,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,PROPN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX ADV,-6.584131240844727,-8.993627548217773,False
310,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT VERB,ADJ PUNCT VERB PRON,PUNCT VERB PRON,PUNCT VERB PRON VERB,-5.987774848937988,-5.951982498168945,True
311,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT NOUN,ADJ PUNCT NOUN VERB,PUNCT NOUN VERB,PUNCT NOUN VERB PRON,-5.845170974731445,-5.049853324890137,True
312,W,False,Order is incorrect in Chinese and English,AUX ADV,VERB AUX ADV SCONJ,AUX ADV SCONJ,AUX ADV SCONJ DET,-8.465659141540527,-10.913863182067871,False
313,RP,False,Overcorrection,PUNCT ADP,DET PUNCT ADP NOUN,PUNCT ADP NOUN,PUNCT ADP NOUN PUNCT,-5.588078498840332,-5.614548206329346,False
314,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT PRON,NOUN PUNCT PRON AUX,PUNCT PRON AUX,PUNCT PRON AUX PART,-6.584131240844727,-8.993627548217773,False
315,TV,True,Modal used for polite speech,VERB VERB,PRON VERB VERB ADV,VERB VERB ADV,VERB VERB ADV ADP,-6.290472030639648,-6.096935272216797,True
